accession	n_samples	ici_any	ici_in_sample_metadata	models	llc_only	in_vivo	strategies	gds_summary_type	suppfile	pubmed	series_title	design
GSE180964	10	False	False	EGFR,KP_kras_p53,SCLC_GEMM	False	False	RNA-Seq			34353854	Combined Inhibition of SHP2 and CXCR1/2 Promotes Anti-Tumor T Cell Response in NSCLC	To compare gene expression of KP tumor cells, and associated microenviromental changes upon different drug treatments.
GSE181101	10	False	False		False	False	RNA-Seq			35559667	Bidirectional epithelial - macrophage crosstalk promotes tissue repair in the lung	RNAseq comparing flow sorted purified epithelium from Panx1+/+ and Panx1-/- mice at day four after napthalene-induced injury
GSE182004	72	False	False		False	True	RNA-Seq				Evading immune evasion via reprograming of the tumor microenvironment by radiotherapy and simultaneous targeting of TGF-β/PD-L1	4T1 cells, 0.5 × 105, were inoculated im in the thigh of BALB/c mice on day -6, mice were treated on day 0 (n = 9 mice/group) and euthanized on day 6. To assess the combination of radiation with Bintrafusp alfa (BA), mice were randomized into the following treatment groups: isotype control (400 μg), RT (exact dose and schedule provided in the figure legends) + isotype control, BA (492 μg), or BA +
GSE182028	31	True	False	KP_kras_p53	False	False	RNA-Seq			34534439	Longitudinal profiling of tumor specific CD8 T cells using single cell RNA-Seq in mouse lung adenocarcinoma	10X 5' and SmartSeq2 single cell RNA-Seq and paired TCR sequencing was performed on sorted lung infiltrating H-2Kb/SIINFEKL specific and polyclonal CD8+ T cells from KrasG12D+/- Trp53-/- lung adenocarcinoma bearing lungs. Using topic modeling, we identified multiple discrete cell states occupied by Tcf7+ H-2Kb/SIINFEKL specific CD8+ T cells that varied over tumor progression.
GSE182228	12	True	True		False	True	RNA-Seq			36871040	CDK4/6 inhibitors reverse primary resistance to anti-PD-1 therapy in LKB1-deficient lung adenocarcinoma	RNA-sequencing of murine tumor specimens administered with different treatments: vehicle, palbociclib, anti-PD-1 antibody, or their combination. 3 replicates for each group.
GSE182509	10	True	False	KP_kras_p53	False	True	OTHER,RNA-Seq			34597124,38776918,39946463	A reservoir of stem-like CD8+ T cells in the tumor-draining lymph node preserves the ongoing anti-tumor immune response	GP33-loaded MHC I tetramer+ CD8+ T cells were FACS sorted from tumor-draining lymph nodes and tumors of n=3 KP-NINJA mice and pooled for RNA- and TCR- sequencing at two different time points (8 weeks and 17 weeks after tumor induction). GP33-loaded MHC I tetramer+ CD8+ T cells were FACS sorted from the spleens of C57BL/6 mice 28 days after infection with either LCMV Armstrong (acute) or LCMV Clone
GSE182858	102	False	False		False	False	RNA-Seq			34731647	Dirty mice as an alternative for preclinical vaccine testing	SAMPLE GROUP 1: Pet store mice were purchased from various Twin Cities area pet stores. Pet store mice were cohoused with 8-week-old female C57BL/6 (The Jackson Laboratory). Cohousing occurred within a BSL-3 facility. C57BL/6 mice were cohoused for 60 days, bled for flow cytometry analysis and screened for infectious agents using EZ-spot and PCR Rodent Infections Agent (PRIA) array methods (Charle
GSE183283	32	True	False	LLC	True	True	RNA-Seq			34771674	Comparison of tumor microenvironment of murine lung cancer ASB-XIV and LLC1.	BALB/c or C57BL/6 mice were inoculated with 1×106 ASB-XIV or LLC1 cells, respectively. CpG oligodeoxinucleotide (30 microgram/mouse) was subcutaneously injected the day before tumor inoculation. Seven, 14 and 21 days later, tumors were harvested and subjected to RNA-Seq.
GSE183438	2	False	False		False	False	RNA-Seq				Identification of a multipotent lung progenitor for lung regeneration	Long term chimerism in recipient lungs after transplantation of td-tomato labeled cells: In our previous studies we followed by immuno-histology (IH) lung chimerism up to 4 months. We have now performed 6-8 months follow up of chimerism using and combining results of immunohistology with single cell RNA transcriptome analysis , showing donor derived epithelial (ciliated cells, club cells, AT1 and 
GSE183544	4	False	False	LLC	True	True	RNA-Seq			34548096	Activin-A impedes the establishment of CD4+ T cell exhaustion and enhances anti-tumor immunity in the lung [RNA-seq]	In this study we induced the formation of lung tumors in WT and transgenic mice, which specifically lack the expression of ALK4 on CD4+ T cells (CD4/ALK4-KO). CD4+ T cells which infiltrated the lung tumors from both WT and CD4ALK4-KO mice were isolated and RNA was extracted. 4 samples in total were analyzed, consisting of 2 biological replicates from each mouse strain. Lung tumor-infiltrating CD4+
GSE183873	49	False	False		False	False	ATAC-seq			35134344	Epigenetic basis of oncogenic-Kras mediated epithelial-cellular proliferation and plasticity [ATAC-seq]	ATAC-seq on mouse lung epithelial cells.
GSE183876	68	False	False	KP_kras_p53	False	False	ATAC-seq,ChIP-Seq,RNA-Seq			35134344	Epigenetic basis of oncogenic-Kras mediated epithelial-cellular proliferation and plasticity	Refer to individual Series
GSE183979	9	False	False		False	False	RNA-Seq				RNA-seq of limmmunocompetent mice in response to Aspergillus fumigatus conidia and hyphae	RNA profile of pulmonary aspergillosis in response to different states of A. fumigatus
GSE184000	12	True	True		False	True	RNA-Seq			35858347	transcriptome analysis of whole lung tissue from anti-PD-1 therapy-treated mice	Whole lung transcripts were obtained from melanoma-bearing young or aged mice treated anti-PD-1 Ab, aged mice treated with rat control Ab, and aged mice similtaneously treated with anti-PD-1 Ab and anti-IL-21 receptor in vivo. Each gene expression profile was analyzed by RNA sequencing, and the differential gene expressions in whole lung tissues among those stimulatory conditions were assessed.
GSE184228	12	False	False		False	False	RNA-Seq			36206339	ORAI1 is required for T cell mediated allergic airway inflammation but not antiviral immunity in the lung	Comparative transcriptome analysis of wildtype (WT) and ORAI1-deficient CD4+ T cells isolated from the lungs of mice after influenza A virus (IAV) infection or house dust mice (HDM, asthma) challenge
GSE184388	50	True	True	KP_kras_p53,SCLC_GEMM	False	True	RNA-Seq			34714687	Functional state of lung cancer-reactive cytotoxic T cells is shaped during 2 T cell priming and determines sensitivity to immunotherapy	Analysis of tumor-infiltrating cells from mice bearing either flank or lung KP tumors. Single-cell of SIY-specific cells: FlankSIY (treatment: Flank) LungSIY (treatment: Lung) BulkRNA of 2C cells: 2C_Flank* (treatment: Flank), 2C_Lung* (treatment: Lung)
GSE184438	39	False	False		False	False	RNA-Seq				Transcriptome analysis of C1q treated lung fibroblasts	To clarify transcriptomic landscape of C1q treated lung fibroblasts, we purified lineage (CD45, CD31, EpCAM, CD146, and Ter119)– lung fibroblasts by AutoMACS separator from WT mice. Cultured fibroblasts stimulated with C1q (1, 10, and 100 µg/ml, MilliporeSigma) for 2, 24, 48, and 72h and performed transcriptome analysis by 5′sequence using Illumina Novaseq 6000 sequencer.
GSE184527	22	True	False	LLC	True	True	RNA-Seq			37418548	Restoring Tumor Immunogenicity with Dendritic Cell Reprogramming [mouse RNA-Seq]	Population mRNAseq profiling on Lewis Lung Carcinoma (LLC) and B16 melanoma murine cancer cell lines after transduction with polycystronic vectors encoding PU.1, IRF8 and BATF3 at day 3, 5, 7 and 9. mRNA profilling of eGFP-transduced LLC and B16 were used as controls (d0).
GSE184657	9	False	False		False	False	RNA-Seq			34812647	Administration of aerosolized SARS-CoV-2 to K18-hACE2 mice uncouples respiratory infection from fatal neuroinvasion	Bulk RNA-seq of lung homogenates 6 days after SARS-CoV-2 infection. Comparison between intranasal- (n=3) and aerosol- (n=4) infected mice, 2 PBS-treated mice are added as control
GSE185187	32	False	False	SCLC_GEMM	False	True	RNA-Seq			35748745	Inhibition of Karyopherin β1-mediated nuclear import of lineage-defining TFs in small cell lung cancer	Bulk mRNA profiles of SCLC-A subtype NCI-H2107 cell lines (Empty Vector n=2 for CRISPRi ASCL1 experiment and CRISPRi KPNB1 experiment, CRISPRi ASCL1 n=2, CRISPRi KPNB1 n=2), SCLC-A subtype JHU-LX44 PDX samples (Vehicle n=2, INI-43-treated n=3), SCLC-N subtype JHU-LX22 PDX samples (Vehicle n=3, INI-43-treated n=3), and RPM GEMM tumor samples (Control n=6, INI-43 treated n=7). &quot;Control&quot; = 
GSE185615	27	False	False		False	True	Bisulfite-Seq,OTHER,RNA-Seq			35110400	Loss of TET reprograms Wnt signaling through impaired demethylation to promote lung cancer development	Low-input RNA-seq and low-input WGBS were performed on mouse pre-malignant lung epithelial cells in the setting of mutant Kras to compare gene expression and DNA methylation differences between Tet-deficient and wild type samples. Bulk RNA-seq and Bulk TAPS were performed on KrasG12D/+; Tet-deficient (KT) LUAD cell lines derived from tumor-bearing mouse lung tissues following constitutive expressi
GSE185710	41	False	False		False	False	RNA-Seq			35649411	Cross-tissue, single-cell stromal atlas identifies shared pathological fibroblast phenotypes in four chronic inflammatory diseases [RNA-Seq]	We generated a novel time-course RNA-seq dataset of DSS mice, profiling RNA from flow sorted fibroblasts rather than from whole tissue. At days 2, 4, 7, 9, 11, and 14 of the model, we sacrificed 6 mice with DSS-induced colitis and 1 healthy control mouse, flow-sorted Epcam-Cd45-Cd31-Pdpn+Pdgfra+ disaggregated colon cells, and profiled 1000 sorted fibroblasts from each mouse with RNA-sequencing.
GSE186428	7	True	False		False	False	RNA-Seq			35501486	A T-cell resilience model associated with response to immunotherapy in multiple tumor types	Examination of Fibp and Rosa26 (control) knockouts in Pmel1 TCR T cells. Each knockout condition has three samples from three independent CRISPR guide RNAs. One parental sample is also included.
GSE186457	5	False	False		False	True	RNA-Seq			34919144	Cell‐intrinsic functions of Bhlhe40 in activated B cells and TFH cells restrain the GC reaction and prevent lymphomagenesis	5 samples from 5 mice: Bhlhe40-/- lymphoma cells sorted from a sick Bhlhe40-/- mouse Bhlhe40-/- lymphoma cells sorted from a sick Bhlhe40-/- mouse Bhlhe40-/- lymphoma cells sorted from a sick Bhlhe40-/- mouse Bhlhe40-/- lymphoma cells sorted from a sick Bhlhe40-/- mouse Bhlhe40-/- lymphoma cells sorted from sick secondary recipient mouse (Rag2-/-)
GSE188171	24	False	False		False	False				35691281	Adoptively transferred in vitro-generated MDSCs improve T cell function and antigen-specific immunity after blunt chest trauma-induced lung injury	1) doptive transfer of MDSCs 24h after TxT, 2) isolation of spleen cells 7/14 days after TxT, 3) sorting of CD3+ CD4+ and CD3+ CD8+ Tcells, 4) isolation of RNA, 5) Microarray analysis
GSE188446	14	False	False	EGFR	False	True	RNA-Seq			34380634	Targeting HER2 Exon 20 Insertion-Mutant Lung Adenocarcinoma with a Novel Tyrosine Kinase Inhibitor Mobocertinib	RNA sequencing on HER2 exon 20YVMA tumor nodules treated
GSE188820	134	False	False		False	False	RNA-Seq			34932383	Tuft cell-produced cysteinyl leukotrienes and IL-25 synergistically promote lung type 2 inflammation	For single-cell preparations of tuft cells from the nasal mucosa, mouse snouts were processed with dispase solution, followed by mechanical separation and a second digestion with a papain containing tyrode-based solution (15, 73). Tuft cells were defined as as EpCAMhighTomato+ in ChatCreTomato and ChatCreTomatoLtc4sfl/fl mice, EpCAMhighCD45neg/lowSSClow in Ltc4sfl/fl and ChatCreLtc4sfl/fl mice. To
GSE189056	48	False	False		False	False	RNA-Seq				Human Rhinovirus Infection of the Respiratory Tract Affects Sphingolipid Synthesis	mRNA profiles from lung tissue, lung EpCAM+ epithelial cells and lung CD45+ immune cells collected from 8 week old WT and SPT mice, 24 hours after after intrasal innoculation with human rhinovirus (HRV)or PBS
GSE189407	2	False	False		False	False	RNA-Seq			35235782	Interferon (IFN)-γ promotes monocyte-mediated lung injury during influenza pathogenesis	scRNAseq profiles of mock, 7 days post-viral infection
GSE189479	3	False	False		False	False	RNA-Seq				Single Cell sequencing analysis of adult SP-C BRICHOS mice lung epithelium	EPCAM+ sort of whole lung single cell suspensions was loaded into 10x genomic platform for single cell RNA sequencing
GSE189480	15	False	False		False	False	RNA-Seq				SP-C BRICHOS mutation mouse model	Refer to individual Series
GSE189675	21	False	False		False	False	RNA-Seq			35021079	Analysis of tissue-derived alveolar and monocyte-derived alveolar macrophages at day 7 and day 14 post-nippostrongylus brasiliensis infection.	Examination and analysis of tissue-resident alveolar macrophages versus monocyte-derived macrophages at two different time points post-nippostrongylus brasiliensis infection.
GSE189917	288	False	False		False	False	RNA-Seq			37468433	Gene expression profiling of Scgb1a1+, CD24low cells isolated from the lungs of Scgb1a1-CreER; Rosa26-mTmG mouse.	Scgb1a1+, CD24low cells were sorted from Epcam+CD45-CD31-CD24low fraction of Scgb1a1-CreER;Rosa26-mTmG mouse.
GSE190225	6	False	False		False	False	ATAC-seq,RNA-Seq			36039299,38436557	Integrative Analysis of Spatial Transcriptome with Single-cell Transcriptome and Single-cell Epigenome in Mouse Lungs after Immunization	In this study, we inoculated mice with heat-killed K. pneumoniae and assigned them into two groups, the immunized and the re-challenged group. The immunized group was inoculated twice on day 0 and day 7, whereas the re-challenged group was additionally inoculated on day 13. On day 14, both groups of mice were sacrificed for tissue harvesting. Slices A1 and A2 were sectioned from the fresh frozen l
