contrast	set	query_symbol	matrix_symbol	log2fc
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	IL10RA	IL10RA	-2.2307
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	PLA2G4A	PLA2G4A	-0.7515
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	TRIM21	SSA1	-0.6457
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	USP18	USP18	-0.6321
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	PTGS2	PTGS2	-0.2325
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	EPSTI1	EPSTI1	0.9364
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	DDX58	DDX58	1.4477
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	IL15	IL15	-0.4336
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	NLRC5	NOD27	-1.4313
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	NMI	NMI	0.0571
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	IDO1	INDO	0.6681
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	PSMB10	PSMB10	0.0841
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	CXCL11	CXCL11	-0.3254
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	ITGB7	ITGB7	-0.0899
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	SAMHD1	SAMHD1	0.0696
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	HERC6	HERC6	-0.1022
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	PTPN2	PTPN2	-0.1946
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	PARP14	PARP14	-0.0791
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	IFITM2	IFITM2	-1.0762
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	SOCS1	SOCS1	0.9954
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	CASP1	CASP1	-1.9050
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	ICAM1	ICAM1	0.5720
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	WARS1	WARS	-1.5660
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	PSME1	PSME1	0.8122
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	ISG20	ISG20	0.5501
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	IRF2	IRF2	-0.5204
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	TRIM14	TRIM14	0.6635
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	FCGR1A	FCGR1A	-1.2541
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	SOCS3	SOCS3	-1.1351
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	JAK2	JAK2	-1.7919
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	PARP12	ZC3HDC1	0.3018
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	TNFAIP6	TNFAIP6	0.0891
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	TRIM26	TRIM26	-0.9930
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	VCAM1	VCAM1	-0.3600
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	CD274	PDCD1LG1	0.3736
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	CIITA	MHC2TA	-1.0864
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	NAMPT	PBEF1	1.0017
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	SELP	SELP	1.0092
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	GPR18	GPR18	-0.9593
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	HELZ2	PRIC285	0.8343
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	PSME2	PSME2	-0.3599
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	SERPING1	SERPING1	1.4219
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	RNF31	RNF31	-0.6052
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	SOD2	SOD2	1.1811
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	TRIM25	TRIM25	0.6063
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	LAP3	LAP3	-0.0927
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	PSMA3	PSMA3	-0.0226
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	RNF213	C17orf27	-0.6119
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	PELI1	PELI1	1.1067
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	CFB	BF	1.8733
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	CD86	CD86	0.2555
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	TXNIP	TXNIP	0.2379
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	GCH1	GCH1	0.6708
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	PNP	NP	1.7290
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	PTPN6	PTPN6	-0.3133
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	SPPL2A	SPPL2A	0.6064
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	IL4R	IL4R	0.0845
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	PNPT1	PNPT1	-0.0306
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	DHX58	LGP2	0.8875
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	BTG1	BTG1	1.6639
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	CASP8	CASP8	-0.5575
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	IFI30	IFI30	-0.3606
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	CCL2	CCL2	-0.6957
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	FGL2	FGL2	2.0428
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	CASP7	CASP7	0.3858
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	SECTM1	SECTM1	0.6802
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	IL15RA	IL15RA	-0.8495
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	CD40	TNFRSF5	0.9187
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	TRAFD1	FLN29	-0.0171
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	HLA-DRB1	DRB1	0.3290
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	LCP2	LCP2	0.2605
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	MT2A	MT2A	-0.0070
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	RIPK1	RIPK1	-1.1869
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	KLRK1	KLRK1	-1.4916
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	PSMB2	PSMB2	-0.8380
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	TDRD7	TDRD7	0.0669
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	HIF1A	HIF1A	1.1604
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	EIF4E3	EIF4E3	-0.5322
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	VAMP8	VAMP8	-0.2563
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	PFKP	PFKP	-0.0489
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	CD38	CD38	2.4354
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	ZBP1	ZBP1	0.2755
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	BANK1	BANK1	3.2108
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	TOR1B	TOR1B	-0.2548
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	RBCK1	C20orf18	-0.2766
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	MVP	MVP	-0.8810
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	IL7	IL7	2.2108
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	BPGM	BPGM	0.0819
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	CMTR1	KIAA0082	-0.3365
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	AUTS2	AUTS2	0.8437
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	B2M	B2M	1.1704
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	RIPK2	RIPK2	-0.6318
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	CD69	CD69	-0.5731
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	MYD88	MYD88	-1.4668
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	PSMA2	PSMA2	0.2429
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	PIM1	PIM1	0.6794
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	NOD1	CARD4	0.4160
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	CFH	CFH	1.4255
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	TAPBP	TAPBP	0.3216
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	SLC25A28	SLC25A28	-0.4659
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	PTPN1	PTPN1	-0.4481
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	TNFAIP3	TNFAIP3	-1.6526
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	SSPN	SSPN	0.9750
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	NUP93	NUP93	-0.2253
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	MTHFD2	MTHFD2	0.3616
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	CDKN1A	CDKN1A	-0.2313
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	IRF4	IRF4	4.3416
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	NFKB1	NFKB1	0.7033
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	LATS2	LATS2	-0.5667
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	IRF5	IRF5	-1.4773
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	SLAMF7	SLAMF7	-1.0860
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	P2RY14	P2RY14	-0.3396
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	STAT3	STAT3	-0.8641
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	NCOA3	NCOA3	0.0637
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	IL6	IL6	0.2323
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	GZMA	GZMA	1.2495
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	IFNAR2	IFNAR2	0.4383
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	CD74	CD74	-0.7302
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	RAPGEF6	RAPGEF6	0.9310
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	CASP4	CASP4	0.6420
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	FAS	FASN	-1.1418
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	OGFR	OGFR	0.7490
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	ARL4A	ARL4A	0.2735
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	SRI	SRI	-0.0623
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	CSF2RB	CSF2RB	-1.1576
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	ST3GAL5	SIAT9	-0.4773
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	C1R	C1R	0.3310
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	CASP3	CASP3	-0.3344
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	CMKLR1	CMKLR1	3.0440
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	NFKBIA	NFKBIA	-0.3738
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	ST8SIA4	SIAT8D	0.8176
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	XCL1	XCL1	-0.5279
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	IL2RB	IL2RB	3.0105
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	VAMP5	VAMP5	-0.6580
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	IL18BP	IL18BP	-1.3269
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	ARID5B	ARID5B	0.0170
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	APOL6	APOL6	-0.3337
GSE22493_parental_over_siRNA	Hallmark_IFN_gamma	STAT4	STAT4	0.8921
GSE22493_parental_over_siRNA	Reactome_NHEJ_no_histone	ARTN	ARTN	-0.5555
GSE22493_parental_over_siRNA	Reactome_NHEJ_no_histone	ATM	ATM	-0.6110
GSE22493_parental_over_siRNA	Reactome_NHEJ_no_histone	BABAM1	HSPC142	-0.6393
GSE22493_parental_over_siRNA	Reactome_NHEJ_no_histone	BABAM2	BRE	0.0340
GSE22493_parental_over_siRNA	Reactome_NHEJ_no_histone	BARD1	BARD1	-0.1429
GSE22493_parental_over_siRNA	Reactome_NHEJ_no_histone	BRCA1	BRCA1	-0.2168
GSE22493_parental_over_siRNA	Reactome_NHEJ_no_histone	BRCC3	C6.1A	0.4723
GSE22493_parental_over_siRNA	Reactome_NHEJ_no_histone	DCLRE1C	DCLRE1C	2.3134
GSE22493_parental_over_siRNA	Reactome_NHEJ_no_histone	H2AX	H2AFX	-0.7726
GSE22493_parental_over_siRNA	Reactome_NHEJ_no_histone	HERC2	HERC2	0.2394
GSE22493_parental_over_siRNA	Reactome_NHEJ_no_histone	KAT5	HTATIP	-0.4600
GSE22493_parental_over_siRNA	Reactome_NHEJ_no_histone	LIG4	LIG4	-0.6043
GSE22493_parental_over_siRNA	Reactome_NHEJ_no_histone	LRIF1	RIF1	-1.1089
GSE22493_parental_over_siRNA	Reactome_NHEJ_no_histone	MDC1	MDC1	-1.2121
GSE22493_parental_over_siRNA	Reactome_NHEJ_no_histone	MRE11	MRE11A	-0.0473
GSE22493_parental_over_siRNA	Reactome_NHEJ_no_histone	NSD2	WHSC1	-1.2564
GSE22493_parental_over_siRNA	Reactome_NHEJ_no_histone	PAXIP1	PAXIP1L	0.7911
GSE22493_parental_over_siRNA	Reactome_NHEJ_no_histone	PIAS4	PIAS4	-0.4499
GSE22493_parental_over_siRNA	Reactome_NHEJ_no_histone	POLL	POLL	-0.5972
GSE22493_parental_over_siRNA	Reactome_NHEJ_no_histone	POLM	POLM	0.4840
GSE22493_parental_over_siRNA	Reactome_NHEJ_no_histone	PRKDC	PRKDC	-0.3594
GSE22493_parental_over_siRNA	Reactome_NHEJ_no_histone	RAD50	RAD50	-0.6412
GSE22493_parental_over_siRNA	Reactome_NHEJ_no_histone	RNF8	RNF8	0.2779
GSE22493_parental_over_siRNA	Reactome_NHEJ_no_histone	TDP1	TDP1	0.4493
GSE22493_parental_over_siRNA	Reactome_NHEJ_no_histone	TDP2	TTRAP	0.0002
GSE22493_parental_over_siRNA	Reactome_NHEJ_no_histone	TP53BP1	TP53BP1	0.3335
GSE22493_parental_over_siRNA	Reactome_NHEJ_no_histone	UBE2N	UBE2N	0.2149
GSE22493_parental_over_siRNA	Reactome_NHEJ_no_histone	UBE2V2	UBE2V2	0.2397
GSE22493_parental_over_siRNA	Reactome_NHEJ_no_histone	UIMC1	RAP80	-0.5791
GSE22493_parental_over_siRNA	Reactome_NHEJ_no_histone	XRCC4	XRCC4	0.0624
GSE22493_parental_over_siRNA	Reactome_NHEJ_no_histone	XRCC5	XRCC5	0.5329
GSE22493_parental_over_siRNA	Reactome_NHEJ_no_histone	XRCC6	G22P1	1.0743
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	ABCE1	ABCE1	0.2913
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	ADAR	ADAR	0.0137
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	BST2	BST2	0.2318
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	EGR1	EGR1	0.6546
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	GBP2	GBP2	0.4535
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	IFI27	IFI27	0.7079
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	IFI35	IFI35	0.8767
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	IFI6	G1P3	-0.0607
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	IFIT1	IFIT1	2.0257
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	IFIT2	IFIT2	0.3876
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	IFIT3	IFIT3	0.0135
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	IFIT5	IFIT5	0.0059
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	IFITM2	IFITM2	-1.0762
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	IFNAR1	IFNAR1	0.9202
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	IFNAR2	IFNAR2	0.4383
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	IP6K2	IHPK2	0.3156
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	IRF1	IRF1	0.2427
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	IRF2	IRF2	-0.5204
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	IRF3	IRF3	-1.0645
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	IRF4	IRF4	4.3416
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	IRF5	IRF5	-1.4773
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	IRF6	IRF6	0.4030
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	IRF7	IRF7	-0.2729
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	IRF8	ICSBP1	0.3788
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	ISG15	G1P2	-0.4832
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	ISG20	ISG20	0.5501
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	JAK1	JAK1	-0.6884
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	KPNA1	KPNA1	-1.4270
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	KPNB1	KPNB1	0.1276
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	MX1	MX1	-0.3584
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	OAS1	OAS1	-0.2275
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	OAS2	OAS2	-0.8787
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	OAS3	OAS3	-0.4811
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	OASL	OASL	0.7058
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	PSMB8	PSMB8	-0.4173
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	PTPN1	PTPN1	-0.4481
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	PTPN11	PTPN11	0.0200
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	PTPN6	PTPN6	-0.3133
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	RNASEL	RNASEL	1.4011
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	SAMHD1	SAMHD1	0.0696
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	SOCS1	SOCS1	0.9954
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	SOCS3	SOCS3	-1.1351
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	STAT1	STAT1	-0.2228
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	STAT2	STAT2	0.4742
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	TYK2	TYK2	-0.7752
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	USP18	USP18	-0.6321
GSE22493_parental_over_siRNA	Reactome_IFN_ab_no_ligand	XAF1	HSXIAPAF1	-0.4436
