gene,GSM5772210,GSM5772211,GSM5772212,GSM5772213,GSM5772214,GSM5772215,GSM5772216
PWP2,9.697,11.216,9.954,11.622,12.052,13.339,10.501
PWRN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWRN2,0.0,0.0,0.091,0.0,0.0,0.074,0.037
PWRN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWRN4,0.0,0.0,0.0,0.0,0.0,0.601,0.0
PWWP2A,6.078,5.728,5.262,5.81,4.382,6.144,3.518
PWWP2B,2.722,3.785,3.613,2.006,1.865,4.283,2.865
PXDC1,7.488,18.793,14.333,10.796,17.414,12.129,11.501
PXDN,0.0,0.25,0.0,0.362,0.089,0.201,0.0
PXDNL,0.0,0.0,0.033,0.058,0.0,0.0,0.0
PXK,18.906,11.702,13.227,12.661,12.382,15.859,10.562
PXMP2,10.136,4.47,3.821,5.937,3.803,15.352,4.867
PXMP4,2.38,3.494,3.036,3.443,2.378,2.535,3.181
PXN,4.368,1.949,1.586,1.959,1.049,17.165,1.716
PXN-AS1,1.039,0.0,0.0,1.705,0.643,3.537,0.659
PXT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PXYLP1,0.0,0.225,0.0,0.261,0.23,2.153,0.412
PYCARD,218.407,158.337,177.626,180.831,181.266,59.048,188.352
PYCARD-AS1,38.202,29.056,35.446,43.842,32.869,12.395,33.449
PYCR1,0.566,1.152,0.268,1.669,0.0,6.349,0.113
PYCR2,20.365,26.921,33.003,24.03,33.408,20.802,24.256
PYCRL,4.304,1.852,1.758,2.277,3.2,2.56,2.2
PYDC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PYDC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PYGB,23.028,45.266,51.282,52.35,43.856,24.77,43.688
PYGL,57.195,70.691,73.657,61.113,80.114,54.653,54.859
PYGM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PYGO1,0.0,0.0,0.0,0.065,0.0,0.0,0.022
PYGO2,6.459,5.922,6.848,6.801,5.237,6.011,6.032
PYHIN1,3.803,1.185,0.426,0.609,1.283,4.439,1.236
PYROXD1,6.183,5.624,4.278,5.979,6.169,5.242,7.487
PYROXD2,0.555,0.149,0.161,0.217,0.191,1.376,0.0
PYURF,138.047,115.455,146.126,142.29,149.442,104.746,129.793
PYY,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PYY2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PZP,0.13,0.0,0.102,0.061,0.134,15.118,0.0
QARS,53.326,48.546,56.202,50.769,63.636,41.643,54.573
QDPR,59.077,62.321,47.523,49.756,47.599,44.668,54.668
QKI,5.904,11.364,10.654,9.762,10.828,2.386,8.612
QPCT,37.535,19.789,11.136,10.589,5.533,28.677,37.144
QPCTL,1.795,2.111,1.994,1.529,4.321,0.463,3.275
QPRT,6.214,7.537,10.033,7.479,7.905,3.35,3.777
QRFP,0.0,1.407,0.76,0.0,0.0,0.0,0.0
QRFPR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QRICH1,10.871,13.03,11.366,16.752,13.406,15.524,14.34
QRICH2,0.199,0.027,0.0,0.12,0.105,1.344,0.211
QRSL1,3.943,4.924,4.667,4.619,4.762,3.666,3.795
QSER1,0.437,0.819,0.949,0.659,0.877,0.16,0.931
QSOX1,49.427,60.455,91.954,61.669,73.524,21.187,67.438
QSOX2,0.317,0.321,0.519,0.31,0.355,0.872,0.419
QTRT1,25.667,17.912,20.275,23.744,22.174,16.681,24.532
QTRTD1,6.285,6.171,6.43,7.182,6.958,5.22,5.325
R3HCC1,20.71,13.985,15.971,12.925,15.064,19.674,19.324
R3HCC1L,14.736,15.707,14.001,17.954,16.043,17.259,15.361
R3HDM1,2.981,2.466,5.075,3.967,2.95,3.193,4.498
R3HDM2,5.823,6.768,7.15,6.502,7.886,6.257,6.392
R3HDM4,22.669,17.346,18.637,16.838,16.232,31.257,20.057
R3HDML,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB10,85.616,99.538,83.687,85.854,76.508,58.381,79.447
RAB11A,31.537,27.133,26.195,28.388,28.526,41.9,29.931
RAB11B,23.797,25.829,19.016,27.215,23.721,15.614,26.076
RAB11B-AS1,1.836,1.028,1.479,2.481,2.768,1.952,0.895
RAB11FIP1,23.974,38.032,36.244,36.666,33.235,17.107,31.561
RAB11FIP2,4.739,3.785,3.525,4.318,4.246,1.784,3.708
RAB11FIP3,0.343,0.924,1.048,0.759,1.258,1.094,0.725
RAB11FIP4,4.57,4.734,3.751,4.233,4.247,6.928,2.825
RAB11FIP5,1.713,1.541,0.724,0.744,0.171,2.35,0.875
RAB12,0.237,5.32,0.932,0.694,1.162,0.883,1.315
RAB13,34.414,36.182,45.084,36.126,54.76,19.607,66.041
RAB14,27.183,37.135,44.059,32.39,43.076,24.32,33.536
RAB15,0.075,1.362,0.049,0.833,0.077,1.593,0.119
RAB17,0.909,0.339,0.183,0.15,0.0,4.145,0.111
RAB18,22.791,22.864,21.32,22.787,26.545,26.444,23.921
RAB19,0.0,0.0,0.0,0.0,0.16,0.493,0.0
RAB1A,113.395,104.236,101.454,101.064,107.909,98.718,97.24
RAB1B,16.312,10.329,20.334,13.43,14.533,9.754,12.146
RAB20,34.447,46.855,42.715,44.848,56.057,81.894,63.014
RAB21,12.666,17.426,16.651,17.053,18.092,10.053,14.904
RAB22A,8.379,8.819,8.531,8.929,8.186,4.657,9.209
RAB23,0.439,0.448,2.003,0.772,0.652,0.475,0.547
RAB24,46.23,26.711,39.794,33.946,29.373,24.374,28.071
RAB25,4.716,3.495,0.343,3.069,0.541,37.056,0.0
RAB26,0.0,0.687,0.0,0.19,0.0,4.044,0.0
RAB27A,5.333,4.471,3.281,2.687,4.358,10.233,6.522
RAB27B,0.101,0.061,0.0,0.138,0.017,0.661,0.027
RAB28,5.619,4.899,6.962,7.127,7.295,8.44,6.144
RAB29,15.126,17.292,23.276,18.362,15.194,8.267,17.643
RAB2A,30.173,30.368,26.778,24.171,26.881,29.258,25.413
RAB2B,6.197,8.91,5.601,6.148,6.336,5.631,7.253
RAB30,0.248,0.34,0.538,0.249,0.231,0.301,0.094
RAB30-AS1,0.995,3.016,2.931,6.409,4.619,4.761,5.123
RAB31,99.827,83.972,96.641,90.896,91.545,92.403,102.207
RAB32,104.277,83.801,75.232,66.077,94.142,134.453,114.058
RAB33A,2.425,0.619,0.0,0.149,0.527,2.714,1.213
RAB33B,1.217,2.12,1.185,1.316,1.61,0.697,1.533
RAB34,54.421,46.896,54.872,57.13,63.914,28.875,64.032
RAB35,1.295,2.279,1.531,2.397,1.767,1.11,1.787
RAB36,7.491,0.268,0.331,0.592,1.5,51.362,0.1
RAB37,3.98,1.251,0.796,0.459,1.065,7.557,1.941
RAB38,7.415,5.441,11.99,16.837,21.631,18.499,8.559
RAB39A,0.486,1.43,1.545,1.138,1.79,2.582,1.099
RAB39B,0.0,0.419,0.226,0.932,0.143,0.074,0.274
RAB3A,0.089,0.43,0.232,0.311,0.0,0.283,0.0
RAB3B,0.135,0.011,0.012,0.0,0.037,0.864,0.014
RAB3C,0.718,0.696,0.376,0.168,0.888,0.0,0.455
RAB3D,0.618,1.193,0.221,0.494,0.609,2.809,0.712
RAB3GAP1,12.002,10.763,12.988,12.185,12.083,8.613,11.334
RAB3GAP2,4.728,6.998,6.003,4.112,6.399,4.721,5.358
RAB3IL1,0.655,0.723,0.234,0.619,0.218,1.517,0.472
RAB3IP,0.649,1.013,0.575,0.455,0.455,1.944,0.662
RAB40A,0.101,0.0,0.0,0.0,0.0,0.0,0.0
RAB40AL,0.0,0.17,0.183,0.0,0.0,0.0,0.0
RAB40B,0.074,0.716,0.773,0.432,0.152,1.884,0.585
RAB40C,4.161,6.736,4.372,5.101,4.754,7.855,5.106
RAB41,0.0,0.0,0.0,0.156,0.0,0.0,0.0
RAB42,36.46,35.339,16.258,19.487,31.98,85.289,29.711
RAB43,0.105,1.204,1.313,0.614,1.636,0.652,0.863
RAB44,0.142,0.0,0.074,0.0,0.0,0.0,0.0
RAB4A,15.999,12.242,18.916,18.452,21.031,16.999,17.825
RAB4B,43.058,36.32,48.424,40.709,44.789,36.707,45.611
RAB4B-EGLN2,0.001,0.014,0.0,0.001,0.001,0.004,0.0
RAB5A,18.23,30.596,24.969,27.1,25.146,22.471,26.395
RAB5B,5.315,9.057,9.868,8.091,9.001,5.175,7.604
RAB5C,33.014,18.146,31.547,25.751,26.045,28.448,21.603
RAB6A,38.953,56.944,65.223,50.316,58.568,34.119,50.347
RAB6B,0.235,0.129,0.028,0.15,0.0,0.658,0.034
RAB6C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB6C-AS1,0.0,0.0,0.0,0.0,0.0,0.054,0.0
RAB7A,240.873,211.599,240.185,233.708,227.828,172.023,231.682
RAB8A,91.682,134.308,91.538,118.291,89.381,58.021,91.145
RAB8B,13.896,19.406,15.123,14.817,15.777,12.151,15.701
RAB9A,28.277,32.042,29.209,28.172,34.527,29.392,28.633
RAB9B,0.095,0.039,0.042,0.112,0.0,0.0,0.05
RAB9BP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RABAC1,97.957,87.062,83.426,87.698,69.895,97.833,110.699
RABEP1,20.214,20.782,23.045,23.241,24.329,26.307,23.714
RABEP2,1.877,2.477,4.699,3.427,3.474,1.703,2.887
RABEPK,25.552,19.191,24.795,25.934,24.224,31.698,27.223
RABGAP1,7.96,12.197,10.237,10.86,10.991,5.88,10.725
RABGAP1L,25.09,33.055,29.306,31.623,20.11,32.582,18.753
RABGEF1,10.23,9.96,11.267,9.457,10.536,7.787,10.576
RABGGTA,65.018,61.987,80.86,66.226,69.648,23.124,64.689
RABGGTB,32.909,21.617,27.453,28.135,32.792,14.764,31.599
RABIF,9.008,8.492,8.774,10.996,8.279,7.487,7.437
RABL2A,6.188,0.75,1.062,1.27,3.893,27.846,0.312
RABL2B,7.938,5.617,7.888,4.884,5.078,17.926,4.9
RABL3,8.019,6.936,8.06,6.335,7.729,8.264,7.634
RABL6,3.872,3.408,3.156,3.436,4.417,3.008,3.795
RAC1,219.354,208.976,212.354,224.796,211.983,186.863,224.635
RAC2,177.213,122.771,170.581,138.054,144.824,99.799,186.883
RAC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RACGAP1,11.32,6.194,8.037,6.206,3.225,3.405,10.872
RACGAP1P,0.0,0.0,0.0,0.0,0.0,0.0,0.07
RAD1,5.863,3.971,2.955,3.66,3.853,2.503,4.594
RAD17,10.242,9.32,9.382,10.058,8.126,13.672,8.886
RAD18,1.507,1.177,1.216,1.692,1.107,1.449,1.504
RAD21,6.031,5.945,5.491,6.385,6.988,6.277,8.228
RAD21-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAD21L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAD23A,54.206,46.177,54.624,47.176,45.083,36.268,42.437
RAD23B,3.756,1.849,2.837,1.953,1.55,2.074,2.443
RAD50,7.592,8.472,9.101,8.057,8.774,5.415,8.124
RAD51,3.665,1.99,2.008,1.858,1.096,0.581,4.594
RAD51-AS1,1.115,2.554,1.46,2.902,3.195,4.347,3.729
RAD51AP1,6.09,2.661,3.503,2.267,2.29,2.185,4.225
RAD51AP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAD51B,6.979,7.294,7.786,5.312,6.73,9.067,7.727
RAD51C,15.491,14.698,19.893,14.696,15.916,19.402,18.087
RAD51D,5.797,4.889,4.751,4.464,4.461,3.609,5.364
RAD51L3-RFFL,0.0,0.214,0.0,0.0,0.073,0.0,0.0
RAD52,3.265,1.463,1.158,2.918,1.203,3.183,1.528
RAD54B,0.837,0.192,0.511,0.326,0.249,0.466,0.284
RAD54L,0.293,0.474,0.448,0.515,0.454,0.571,1.006
RAD54L2,1.498,4.465,4.356,3.51,4.899,2.376,4.466
RAD9A,1.494,1.305,0.94,0.984,1.357,3.332,1.894
RAD9B,0.754,0.817,0.446,0.833,0.494,0.435,0.532
RADIL,0.0,0.0,0.0,0.0,0.068,0.632,0.0
RAE1,39.809,23.46,25.613,21.18,26.856,31.112,23.865
RAET1E,0.347,0.073,0.079,0.0,0.0,7.62,0.0
RAET1E-AS1,1.379,1.393,1.204,2.422,1.66,10.843,1.456
RAET1G,0.0,0.0,0.517,0.0,0.0,3.186,0.0
RAET1K,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAET1L,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAF1,34.089,38.317,43.23,35.395,35.672,32.094,33.178
RAG1,0.0,0.043,0.07,0.0,0.092,0.0,0.17
RAG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAI1,0.582,0.836,0.702,0.7,0.758,0.651,0.995
RAI1-AS1,0.0,0.275,0.297,0.0,0.234,0.0,1.077
RAI14,0.267,0.325,0.0,0.711,0.075,4.616,0.192
RAI2,0.327,0.0,0.0,0.0,0.0,0.638,0.0
RALA,11.027,13.0,13.405,11.991,10.969,26.444,13.992
RALB,56.05,61.627,63.92,71.534,51.565,44.322,60.124
RALBP1,15.315,14.332,14.466,12.875,14.892,18.338,12.701
RALGAPA1,1.392,3.094,2.452,3.043,2.388,2.324,2.968
RALGAPA1P,0.567,0.137,0.0,0.45,0.0,0.0,0.0
RALGAPA2,1.634,2.882,2.529,1.856,2.631,5.253,2.491
RALGAPB,4.543,5.987,5.755,4.912,5.928,3.549,6.714
RALGDS,17.388,32.374,34.477,28.072,32.411,33.479,33.317
RALGPS1,2.23,1.266,1.182,2.735,1.531,4.044,1.471
RALGPS2,0.34,0.206,0.082,0.421,0.419,1.118,0.149
RALY,31.941,23.298,26.878,27.732,24.535,27.655,29.197
RALY-AS1,1.55,1.132,0.326,0.364,0.642,0.795,0.79
RALYL,0.232,0.0,0.0,0.0,0.0,0.0,0.0
RAMP1,1.632,2.772,0.0,10.709,1.179,22.222,0.776
RAMP2,0.599,0.0,0.0,0.0,0.0,0.0,0.0
RAMP2-AS1,0.0,0.0,0.0,0.091,0.0,0.0,0.0
RAMP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAN,121.675,86.538,95.47,100.796,89.515,115.135,111.205
RANBP1,36.665,28.319,33.459,35.617,30.214,35.172,36.346
RANBP10,3.27,4.129,4.283,2.414,4.021,4.169,3.301
RANBP17,0.889,0.127,0.137,0.612,0.297,0.556,0.166
RANBP2,4.076,5.413,4.923,5.124,5.147,3.354,5.296
RANBP3,2.531,2.0,2.214,2.742,2.624,2.054,1.644
RANBP3L,0.049,0.178,0.064,0.402,0.101,0.0,0.078
RANBP6,3.571,6.234,5.963,4.908,5.602,6.04,4.22
RANBP9,1.101,1.718,2.164,2.35,2.354,0.962,2.431
RANGAP1,11.973,11.801,10.089,11.962,9.543,7.389,12.149
RANGRF,28.873,20.953,20.424,23.616,26.306,31.339,21.171
RAP1A,11.605,11.754,13.657,15.349,12.156,10.571,13.684
RAP1B,274.795,225.544,281.621,249.595,256.501,113.935,264.229
RAP1GAP,0.0,0.851,0.0,0.0,0.114,1.061,0.117
RAP1GAP2,0.442,0.475,0.746,0.855,0.967,0.909,0.42
RAP1GDS1,21.552,23.182,22.73,17.934,18.791,14.978,20.083
RAP2A,4.733,6.708,5.838,7.447,8.859,3.687,6.192
RAP2B,14.102,16.21,9.307,10.003,14.593,23.946,11.305
RAP2C,5.322,7.826,9.215,9.256,11.85,5.234,10.69
RAP2C-AS1,1.066,0.216,0.093,0.167,1.394,0.491,0.563
RAPGEF1,14.312,21.387,16.461,17.701,20.319,8.86,18.778
RAPGEF2,1.605,3.015,1.809,2.184,2.387,2.185,1.696
RAPGEF3,1.997,3.12,4.179,2.507,2.614,0.081,1.859
RAPGEF4,0.0,0.04,0.0,0.0,0.0,0.0,0.0
RAPGEF4-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAPGEF5,0.0,0.0,0.0,0.104,0.018,0.227,0.0
RAPGEF6,4.535,4.408,4.482,5.38,4.272,5.098,5.478
RAPGEFL1,0.0,0.385,0.046,0.289,0.182,0.112,0.168
RAPH1,4.138,1.72,2.739,2.156,2.302,3.414,3.972
RAPSN,0.0,0.19,0.117,0.0,0.092,0.0,0.141
RARA,13.083,15.784,17.61,16.137,18.536,4.999,16.273
RARA-AS1,13.751,6.144,6.824,9.835,11.574,3.925,9.289
RARB,0.0,0.0,0.055,0.0,0.099,5.062,0.0
RARG,0.718,1.517,0.525,1.321,0.837,3.097,0.397
RARRES1,8.955,20.247,5.465,5.353,6.459,242.264,12.324
RARRES2,0.0,0.0,0.0,0.0,0.0,4.607,0.0
RARRES3,107.088,56.022,25.228,63.088,31.203,123.361,45.951
RARS,35.982,32.712,36.41,36.457,30.275,36.565,32.877
RARS2,11.279,17.612,17.449,17.094,22.038,16.868,20.442
RASA1,7.801,9.113,11.733,9.025,10.368,2.993,10.234
RASA2,3.638,4.156,4.846,4.507,4.446,3.8,3.598
RASA3,3.261,5.829,3.597,5.865,2.302,5.385,4.896
RASA4,1.332,0.513,0.36,0.743,0.196,0.945,0.168
RASA4B,0.309,0.161,0.116,0.052,0.091,0.282,0.0
RASA4CP,0.347,0.527,1.024,0.407,0.807,0.647,0.138
RASAL1,0.165,0.0,0.0,0.0,0.102,1.962,0.105
RASAL2,3.773,6.486,8.187,8.213,9.458,1.967,7.925
RASAL2-AS1,0.0,0.456,0.633,0.44,0.166,0.0,0.34
RASAL3,5.969,3.867,4.904,5.993,3.978,9.108,5.992
RASD1,0.372,0.361,0.0,0.0,0.0,0.317,0.124
RASD2,0.041,0.0,0.0,0.0,0.0,0.0,0.0
RASEF,0.106,0.181,0.056,0.249,0.0,1.063,0.034
RASGEF1A,2.791,1.326,1.877,0.972,2.023,1.404,0.717
RASGEF1B,55.684,52.589,62.275,51.25,51.169,28.977,57.0
RASGEF1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RASGRF1,0.197,0.179,0.065,0.029,0.051,0.0,0.039
RASGRF2,0.144,0.0,0.0,0.084,0.0,0.412,0.0
RASGRF2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RASGRP1,2.347,1.351,0.745,1.746,0.562,2.773,2.216
RASGRP2,8.626,7.501,9.132,13.319,8.056,2.569,10.271
RASGRP3,3.096,5.219,2.573,2.34,4.488,3.187,4.41
RASGRP4,2.493,4.818,3.744,3.45,2.742,1.229,1.952
RASIP1,0.332,0.0,0.0,0.0,0.0,0.825,0.0
RASL10A,0.0,0.217,0.234,0.419,0.461,0.19,0.0
RASL10B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RASL11A,3.776,5.205,4.609,3.921,2.657,1.826,2.856
RASL11B,0.0,0.238,0.0,0.0,0.0,1.601,0.0
RASL12,0.0,0.117,0.0,0.0,0.0,0.0,0.0
RASSF1,29.391,43.249,41.447,37.368,52.302,33.774,48.763
RASSF1-AS1,4.988,2.42,4.442,1.636,2.059,2.334,2.213
RASSF10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RASSF2,7.735,4.39,1.119,1.502,4.059,12.961,2.388
RASSF3,0.564,1.141,0.547,0.978,1.185,2.368,1.158
RASSF4,92.497,77.983,58.474,75.322,70.417,107.412,71.067
RASSF5,45.264,41.91,51.366,56.568,45.367,43.66,47.567
RASSF6,0.0,0.024,0.054,0.024,0.0,0.878,0.0
RASSF7,15.057,8.23,14.823,12.562,12.41,15.37,14.837
RASSF8,0.938,2.97,3.027,3.245,1.923,0.394,1.958
RASSF8-AS1,4.799,5.821,6.083,7.436,3.514,5.927,7.36
RASSF9,0.36,0.087,0.0,0.0,0.074,2.07,0.0
RAVER1,2.296,2.334,2.609,2.689,2.996,2.118,2.942
RAVER2,0.165,0.334,0.18,0.097,0.028,0.38,0.305
RAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAX2,0.059,0.0,0.0,0.0,0.0,0.0,0.0
RB1,7.731,14.079,12.582,12.426,13.217,14.341,10.149
RB1CC1,4.601,8.005,5.261,7.414,6.755,4.931,6.085
RBAK,2.116,2.679,2.796,2.529,2.288,1.639,1.618
RBAK-RBAKDN,0.0,0.0,0.0,0.349,0.687,0.0,0.0
RBAKDN,1.251,0.759,0.0,0.012,0.915,0.0,0.496
RBBP4,21.957,22.663,24.888,23.229,20.796,19.849,25.82
RBBP5,9.053,11.211,9.161,12.332,8.265,6.95,9.053
RBBP6,5.742,5.714,5.647,5.186,5.168,4.625,4.233
RBBP7,64.641,50.009,45.535,60.358,55.442,56.049,51.994
RBBP8,6.971,8.34,8.843,9.352,6.543,6.786,8.285
RBBP8NL,0.0,0.053,0.0,0.0,0.0,0.093,0.0
RBBP9,2.661,5.885,5.739,5.134,4.134,5.393,4.315
RBCK1,22.419,23.451,23.623,29.775,18.565,18.136,19.934
RBFA,4.123,1.847,4.263,2.522,2.67,1.176,2.943
RBFADN,0.0,0.0,0.0,0.225,0.396,0.0,0.0
RBFOX1,0.0,0.0,0.0,0.0,0.0,0.032,0.0
RBFOX2,0.204,0.268,0.355,0.457,0.21,1.478,0.511
RBFOX3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBKS,4.388,1.818,1.555,1.972,2.441,19.645,1.191
RBL1,2.563,3.247,2.469,3.269,2.64,1.724,3.766
RBL2,20.332,25.429,25.924,23.246,23.068,22.765,23.129
RBM10,5.449,9.456,8.096,9.496,7.669,8.741,9.722
RBM11,1.041,1.105,1.278,0.152,0.873,0.554,1.237
RBM12,6.997,6.056,5.217,6.458,6.393,5.866,6.187
RBM12B,2.427,3.255,3.423,2.214,4.261,3.698,3.106
RBM12B-AS1,0.0,1.119,0.906,0.0,2.617,1.471,0.731
RBM14,9.628,13.865,14.294,12.218,12.605,11.67,12.312
RBM14-RBM4,11.62,13.39,11.498,10.849,8.534,11.278,13.71
RBM15,6.95,3.557,3.605,3.527,2.729,4.608,4.598
RBM15B,2.769,7.061,4.417,5.032,4.89,4.625,5.232
RBM17,19.695,14.061,19.406,18.491,17.01,14.832,17.68
RBM18,16.779,13.134,11.185,12.685,13.917,11.296,12.664
RBM19,7.222,7.677,5.665,8.568,6.909,3.526,6.996
RBM20,0.065,0.0,0.0,0.038,0.05,0.674,0.0
RBM22,16.851,16.155,23.96,19.238,19.208,14.678,16.36
RBM23,41.585,44.757,49.386,49.821,39.577,51.909,43.187
RBM24,1.723,0.444,0.684,0.429,0.216,10.819,0.0
RBM25,13.61,12.887,15.669,17.609,14.618,14.385,14.937
RBM26,2.745,3.076,3.54,2.62,3.177,2.505,2.891
RBM26-AS1,0.0,0.49,0.199,0.178,0.0,1.612,0.08
RBM27,3.407,3.76,4.769,3.231,3.534,3.527,2.514
RBM28,6.944,6.503,8.806,4.222,4.081,9.021,5.78
RBM3,26.332,11.378,25.28,21.124,24.436,18.747,28.917
RBM33,2.425,2.818,3.589,3.435,3.177,3.346,3.324
RBM34,18.83,17.419,15.601,20.085,18.809,14.284,19.7
RBM38,10.649,5.854,4.809,4.978,6.192,22.552,7.254
RBM39,59.337,51.835,52.754,54.972,55.893,60.246,52.256
RBM4,34.724,28.123,24.143,32.35,30.034,49.68,34.439
RBM41,3.621,5.478,6.042,7.146,6.0,5.219,6.333
RBM42,19.858,17.244,20.077,18.796,21.308,21.71,17.747
RBM43,0.277,0.86,0.848,1.047,0.986,1.114,1.221
RBM44,0.028,0.034,0.11,0.295,0.087,0.0,0.133
RBM45,6.625,7.085,5.598,4.256,5.733,8.713,5.532
RBM46,0.0,0.0,0.129,0.0,0.0,0.0,0.0
RBM47,24.547,29.712,26.383,26.95,32.977,23.625,25.431
RBM48,9.334,9.94,8.448,8.801,7.517,8.959,9.019
RBM4B,14.205,11.033,7.565,13.361,12.129,17.712,10.09
RBM5,24.396,27.982,27.879,26.244,30.778,35.342,27.837
RBM5-AS1,2.239,2.125,1.53,2.85,2.812,2.588,2.313
RBM6,5.883,12.898,14.127,14.972,12.144,11.395,11.777
RBM7,6.55,8.098,8.491,7.596,8.522,6.072,7.975
RBM8A,21.317,22.327,21.308,25.0,23.631,18.607,22.735
RBMS1,23.462,30.907,24.708,27.752,26.668,21.228,28.079
RBMS2,4.687,7.323,6.987,6.427,9.103,2.243,8.716
RBMS3,0.0,0.454,0.0,0.914,0.0,0.239,0.0
RBMS3-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBMS3-AS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBMX,62.342,59.801,60.177,65.359,64.473,73.835,60.773
RBMX2,6.771,7.159,5.457,6.61,7.345,6.37,5.915
RBMXL1,8.368,5.877,7.504,6.826,8.546,4.874,6.413
RBMXL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBMXL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBMY1A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBMY1A3P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBMY1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBMY1D,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBMY1E,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBMY1F,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBMY1J,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBMY2EP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBMY2FP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBMY3AP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBP1,11.956,16.303,1.092,3.518,20.424,55.949,3.172
RBP2,1.204,0.0,0.0,0.0,0.0,0.0,0.0
RBP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBP4,349.177,600.595,476.947,174.423,523.288,88.426,156.282
RBP5,0.157,0.0,0.0,0.0,0.0,0.0,0.0
RBP7,14.237,20.721,29.156,13.039,17.094,6.607,10.255
RBPJ,45.055,41.919,38.772,39.147,44.483,31.033,55.613
RBPJL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBPMS,1.223,0.39,0.0,1.181,0.103,7.136,0.062
RBPMS-AS1,0.328,0.0,0.0,0.192,0.0,2.968,0.0
RBPMS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBSN,6.349,8.271,4.912,9.124,6.622,7.215,9.518
RBX1,153.518,108.995,98.044,127.104,112.46,124.512,117.06
RC3H1,1.644,2.864,2.791,2.595,2.892,2.456,2.734
RC3H2,20.418,22.221,28.608,21.696,27.04,16.681,26.592
RCAN1,10.303,12.909,14.914,11.059,13.105,21.423,12.698
RCAN2,0.977,1.705,0.048,0.13,0.0,0.866,1.185
RCAN3,6.387,7.482,8.618,6.898,4.343,10.218,7.748
RCAN3AS,3.712,1.126,0.0,0.0,0.958,7.438,0.0
RCBTB1,7.584,9.307,10.637,7.276,7.24,11.369,7.902
RCBTB2,13.318,20.668,19.09,18.335,22.644,18.837,22.754
RCC1,5.112,4.994,4.6,7.926,5.919,7.566,8.857
RCC2,9.301,11.651,14.257,11.253,14.924,7.081,18.752
RCCD1,2.959,4.204,2.117,4.089,3.002,2.309,3.894
RCE1,23.144,19.481,20.806,17.875,19.765,20.683,19.564
RCHY1,7.002,6.523,5.912,6.851,6.246,6.608,5.739
RCL1,22.428,16.417,16.698,19.756,15.417,8.831,15.177
RCN1,19.668,24.756,17.259,16.831,19.271,20.391,24.415
RCN2,17.442,13.839,16.065,12.431,15.835,34.633,17.358
RCN3,2.573,5.567,3.643,4.155,3.086,4.512,2.865
RCOR1,1.42,2.196,3.126,1.976,2.165,1.466,2.608
RCOR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RCOR3,9.249,9.429,12.136,8.657,7.104,10.731,9.795
RCSD1,7.638,6.575,5.002,9.429,8.135,14.806,8.98
