ligand	receptor	classification	directionality	is_ppi	source	version	pair_origin	pathway
EFNB2	EPHB3	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNB2	EPHB4	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNB2	EPHB6	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNB3	EPHA4	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNB3	EPHB1	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNB3	EPHB2	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNB3	EPHB3	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNB3	EPHB4	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EFNB3	EPHB6	Signaling by Ephrin	Ligand-Receptor	True	PMID:15114347	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EGF	EGFR	Signaling by Epidermal growth factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
ENTPD1	ADORA1	Signaling by Ectonucleoside	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
ENTPD1	ADORA2A	Signaling by Ectonucleoside	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
ENTPD1	ADORA2B	Signaling by Ectonucleoside	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
ENTPD1	ADORA3	Signaling by Ectonucleoside	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EPGN	EGFR	Signaling by Epidermal growth factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EPO	EPOR		Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EREG	EGFR	Signaling by Epidermal growth factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
EREG	ERBB4	Signaling by Epidermal growth factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
ERVH48-1	SLC1A5		Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
ESAM	ESAM		Adhesion-Adhesion	True	PMID:11279107	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
F10	ITGAM+ITGB2	Adhesion by Prothrombin	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
F11R	ITGAL+ITGB2	Adhesion by Prothrombin	Ligand-Receptor	True	PMID:11812992;PMID:15528364	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
F2	F2R	Adhesion by Prothrombin	Ligand-Receptor	True	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
F2	F2RL2	Adhesion by Prothrombin	Ligand-Receptor	True	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
F2	F2RL3	Adhesion by Prothrombin	Ligand-Receptor	True	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
F2	GP1BA+GP1BB	Adhesion by Prothrombin	Ligand-Receptor	True	PDB:1hyr_partially	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
F2	ITGA2B+ITGB3	Adhesion by Prothrombin	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
F2	ITGAV+ITGB3	Adhesion by Prothrombin	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
F2	THBD	Adhesion by Prothrombin	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FASLG	FAS	Signaling by Tumor necrosis factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FASLG	TNFRSF6B	Signaling by Tumor necrosis factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FBN1	ITGA5+ITGB1		Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FCER2	CR2	Signaling by FC receptor	Receptor-Receptor	True	PMID:16785534;PMC2212946	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FCER2	FGFR2	Signaling by FC receptor	Receptor-Receptor	True	Shilts screen - VALIDATED	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
FCER2	ITGAM+ITGB2	Signaling by FC receptor	Receptor-Receptor	True	PMID:7621072;PMID:8745401	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FCER2	ITGAV+ITGB3	Signaling by FC receptor	Receptor-Receptor	True	PMID:10037797	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FCER2	ITGAX+ITGB2	Signaling by FC receptor	Receptor-Receptor	True	PMID:7621072	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FGA+FGB+FGG	ITGA2B+ITGB3	Adhesion by Fibribogen	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FGA+FGB+FGG	ITGAM+ITGB2	Adhesion by Fibribogen	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FGA+FGB+FGG	ITGAX+ITGB2	Adhesion by Fibribogen	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FGF1	FGFR1	Signaling by Fibroblast growth factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FGF1	FGFR2	Signaling by Fibroblast growth factor	Ligand-Receptor	True	uniprot;reactome;PMID:27458533	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FGF1	FGFR3	Signaling by Fibroblast growth factor	Ligand-Receptor	True	uniprot;reactome;PMID:27458533	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FGF1	FGFR4	Signaling by Fibroblast growth factor	Ligand-Receptor	True	reactome;PMID:25772309	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FGF1	ITGAV+ITGB3	Signaling by Fibroblast growth factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FGF10	FGFR2	Signaling by Fibroblast growth factor	Ligand-Receptor	True	reactome;PMID:25772309	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FGF17	FGFR3	Signaling by Fibroblast growth factor	Ligand-Receptor	True	uniprot;reactome;PMID:27458533;PMID:25772309	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FGF19	FGFR4+KLB	Signaling by Fibroblast growth factor	Ligand-Receptor	True	uniprot;reactome;PMID:25772309	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FGF2	FGFR1	Signaling by Fibroblast growth factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FGF2	FGFR2	Signaling by Fibroblast growth factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FGF2	FGFR3	Signaling by Fibroblast growth factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FGF2	FGFR4	Signaling by Fibroblast growth factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FGF2	ITGAV+ITGB3	Signaling by Fibroblast growth factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FGF20	FGFR3	Signaling by Fibroblast growth factor	Ligand-Receptor	True	uniprot;reactome;PMID:25772309	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FGF21	FGFR4+KLB	Signaling by Fibroblast growth factor	Ligand-Receptor	True	uniprot;PMID:25772309	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FGF22	FGFR2	Signaling by Fibroblast growth factor	Ligand-Receptor	True	reactome;PMID:25772309	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FGF23	FGFR1+KL	Signaling by Fibroblast growth factor	Ligand-Receptor	True	reactome;PMID:25772309	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FGF3	FGFR2	Signaling by Fibroblast growth factor	Ligand-Receptor	True	reactome;PMID:25772309	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FGF4	FGFR1	Signaling by Fibroblast growth factor	Ligand-Receptor	True	uniprot;reactome;PMID:27458533;PMID:25772309	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FGF5	FGFR1	Signaling by Fibroblast growth factor	Ligand-Receptor	True	uniprot;reactome;PMID:27458533;PMID:25772309	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FGF6	FGFR1	Signaling by Fibroblast growth factor	Ligand-Receptor	True	uniprot;reactome;PMID:27458533;PMID:25772309	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FGF7	FGFR2	Signaling by Fibroblast growth factor	Ligand-Receptor	True	reactome;PMID:25772309	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FGF8	FGFR3	Signaling by Fibroblast growth factor	Ligand-Receptor	True	uniprot;reactome;PMID:27458533;PMID:25772309	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FGF9	FGFR3	Signaling by Fibroblast growth factor	Ligand-Receptor	True	uniprot;reactome;PMID:27458533;PMID:25772309	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FGFR4	TGFBR3		Receptor-Receptor	True	Shilts screen - VALIDATED	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
FGL1	LAG3	Signaling by Fibroblast growth factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FLRT1	ADGRL1	Signaling by Fibronectin	Ligand-Receptor	True	PMID:29100073;PMID:31354411	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
FLRT1	ADGRL3	Signaling by Fibronectin	Ligand-Receptor	True	PMID:29100073;PMID:31354411	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
FLRT1+TENM2	ADGRL1	Signaling by Fibronectin	Ligand-Receptor	True	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
FLRT1+TENM3	ADGRL3	Signaling by Fibronectin	Ligand-Receptor	True	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
FLRT1+TENM4	ADGRL1	Signaling by Fibronectin	Ligand-Receptor	True	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
FLRT2	ADGRL1	Signaling by Fibronectin	Ligand-Receptor	True	PMID:29100073;PMID:31354411	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
FLRT2	ADGRL3	Signaling by Fibronectin	Ligand-Receptor	True	PMID:29100073;PMID:31354411	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
FLRT3	ADGRL2	Signaling by Fibronectin	Ligand-Receptor	True	PMID:29100073;PMID:31354411	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
FLRT3	ADGRL3	Signaling by Fibronectin	Ligand-Receptor	True	PMID:29100073;PMID:31354411	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
FLRT3+TENM2	ADGRL1	Signaling by Fibronectin	Ligand-Receptor	True	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
FLRT3+TENM2	ADGRL2	Signaling by Fibronectin	Ligand-Receptor	True	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
FLRT3+TENM3	ADGRL3	Signaling by Fibronectin	Ligand-Receptor	True	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
FLRT3+TENM4	ADGRL1	Signaling by Fibronectin	Ligand-Receptor	True	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
FLT3LG	FLT3		Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FN1	ITGA10+ITGB1	Adhesion by Fibronectin	Adhesion-Adhesion	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FN1	ITGA11+ITGB1	Adhesion by Fibronectin	Adhesion-Adhesion	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FN1	ITGA2+ITGB1	Adhesion by Fibronectin	Adhesion-Adhesion	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FN1	ITGA2B+ITGB3	Adhesion by Fibronectin	Adhesion-Adhesion	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FN1	ITGA3+ITGB1	Adhesion by Fibronectin	Adhesion-Adhesion	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FN1	ITGA4+ITGB1	Adhesion by Fibronectin	Adhesion-Adhesion	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FN1	ITGA4+ITGB7	Adhesion by Fibronectin	Adhesion-Adhesion	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FN1	ITGA5+ITGB1	Adhesion by Fibronectin	Adhesion-Adhesion	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FN1	ITGA8+ITGB1	Adhesion by Fibronectin	Adhesion-Adhesion	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FN1	ITGAV+ITGB1	Adhesion by Fibronectin	Adhesion-Adhesion	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FN1	ITGAV+ITGB3	Adhesion by Fibronectin	Adhesion-Adhesion	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FN1	ITGAV+ITGB5	Adhesion by Fibronectin	Adhesion-Adhesion	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FSHB	FSHR		Ligand-Receptor	True	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
FTH1	SCARA5		Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
FTL	SCARA5		Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
GAD1+SLC32A1	GABBR1	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC32A1	GABBR2	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC32A1	GABRA1+GABRB2	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC32A1	GABRA1+GABRB2+GABRD	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC32A1	GABRA1+GABRB2+GABRG2	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC32A1	GABRA1+GABRB3	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC32A1	GABRA1+GABRB3+GABRG2	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC32A1	GABRA2+GABRB3+GABRG2	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC32A1	GABRA3+GABRB3+GABRE	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC32A1	GABRA3+GABRB3+GABRG2	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC32A1	GABRA3+GABRB3+GABRQ	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC32A1	GABRA4+GABRB2+GABRD	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC32A1	GABRA4+GABRB3+GABRD	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC32A1	GABRA4+GABRB3+GABRG2	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC32A1	GABRA5+GABRB3+GABRG2	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC32A1	GABRA6+GABRB3+GABRD	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC32A1	GABRA6+GABRB3+GABRG2	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A1	GABBR1	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A1	GABBR2	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A1	GABRA1+GABRB2	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A1	GABRA1+GABRB2+GABRD	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A1	GABRA1+GABRB2+GABRG2	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A1	GABRA1+GABRB3	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A1	GABRA1+GABRB3+GABRG2	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A1	GABRA2+GABRB3+GABRG2	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A1	GABRA3+GABRB3+GABRE	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A1	GABRA3+GABRB3+GABRG2	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A1	GABRA3+GABRB3+GABRQ	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A1	GABRA4+GABRB2+GABRD	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A1	GABRA4+GABRB3+GABRD	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A1	GABRA4+GABRB3+GABRG2	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A1	GABRA5+GABRB3+GABRG2	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A1	GABRA6+GABRB3+GABRD	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A1	GABRA6+GABRB3+GABRG2	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A11	GABBR1	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A11	GABBR2	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A11	GABRA1+GABRB2	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A11	GABRA1+GABRB2+GABRD	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A11	GABRA1+GABRB2+GABRG2	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A11	GABRA1+GABRB3	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A11	GABRA1+GABRB3+GABRG2	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A11	GABRA2+GABRB3+GABRG2	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A11	GABRA3+GABRB3+GABRE	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A11	GABRA3+GABRB3+GABRG2	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A11	GABRA3+GABRB3+GABRQ	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A11	GABRA4+GABRB2+GABRD	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A11	GABRA4+GABRB3+GABRD	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A11	GABRA4+GABRB3+GABRG2	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A11	GABRA5+GABRB3+GABRG2	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A11	GABRA6+GABRB3+GABRD	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A11	GABRA6+GABRB3+GABRG2	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A12	GABBR1	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A12	GABBR2	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A12	GABRA1+GABRB2	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A12	GABRA1+GABRB2+GABRD	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A12	GABRA1+GABRB2+GABRG2	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A12	GABRA1+GABRB3	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A12	GABRA1+GABRB3+GABRG2	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A12	GABRA2+GABRB3+GABRG2	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A12	GABRA3+GABRB3+GABRE	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A12	GABRA3+GABRB3+GABRG2	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A12	GABRA3+GABRB3+GABRQ	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A12	GABRA4+GABRB2+GABRD	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A12	GABRA4+GABRB3+GABRD	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A12	GABRA4+GABRB3+GABRG2	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GAD1+SLC6A12	GABRA5+GABRB3+GABRG2	Signaling by GABA	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
