gene	chrom	start
RIPK1	6	3063824
BPHL	6	3118374
TUBB2A	6	3153497
TUBB2B	6	3223324
PSMG4	6	3231403
SLC22A23	6	3268962
PXDC1	6	3722614
FAM50B	6	3849373
PRPF4B	6	4021267
ECI2	6	4115693
CDYL	6	4706159
RPP40	6	4994717
PPP1R3G	6	5085341
LYRM4	6	5103629
FARS2	6	5261044
NRN1	6	5997999
F13A1	6	6144084
LY86	6	6588108
RREB1	6	7107597
SSR1	6	7268306
CAGE1	6	7326656
RIOK1	6	7389793
DSP	6	7541338
SNRNP48	6	7590198
BMP6	6	7726099
BLOC1S5	6	8013567
EEF1E1	6	8073360
SLC35B3	6	8411435
TFAP2A	6	10393186
GCNT2	6	10492223
C6orf52	6	10671418
PAK1IP1	6	10694972
TMEM14C	6	10722915
TMEM14B	6	10747759
MAK	6	10762723
SYCP2L	6	10886831
SMIM13	6	11093834
NEDD9	6	11183298
TMEM170B	6	11537749
ADTRP	6	11712054
HIVEP1	6	12008762
EDN1	6	12290361
PHACTR1	6	12716312
TBC1D7	6	13266542
GFOD1	6	13357830
SIRT5	6	13574227
NOL7	6	13615335
RANBP9	6	13621498
MCUR1	6	13786557
CD83	6	14117256
JARID2	6	15246069
DTNBP1	6	15522807
MYLIP	6	16129086
GMPR	6	16238587
ATXN1	6	16299112
STMND1	6	17102050
RBM24	6	17281361
CAP2	6	17393595
FAM8A1	6	17600302
NUP153	6	17615035
KIF13A	6	17759183
NHLRC1	6	18120440
TPMT	6	18128311
KDM1B	6	18155329
DEK	6	18223860
RNF144B	6	18387350
ID4	6	19837370
MBOAT1	6	20099684
E2F3	6	20401879
CDKAL1	6	20534457
SOX4	6	21593751
HDGFL1	6	22569566
DCDC2	6	24171755
MRS2	6	24402908
GPLD1	6	24424565
ALDH5A1	6	24494867
KIAA0319	6	24544104
TDP2	6	24649979
ACOT13	6	24667035
C6orf62	6	24704861
GMNN	6	24774931
RIPOR2	6	24804282
CARMIL1	6	25279078
SLC17A3	6	25833066
TRIM38	6	25962802
HFE	6	26087281
BTN3A2	6	26365159
BTN2A2	6	26383096
BTN3A1	6	26402237
BTN3A3	6	26440472
BTN2A1	6	26457904
BTN1A1	6	26500303
HMGN4	6	26538366
ABT1	6	26596953
ZNF322	6	26634383
PRSS16	6	27247701
ZNF391	6	27374615
ZNF184	6	27450743
ZNF165	6	28080568
ZSCAN16	6	28107689
ZKSCAN8	6	28141883
ZSCAN9	6	28224886
ZKSCAN4	6	28241697
NKAPL	6	28259297
ZSCAN26	6	28267058
PGBD1	6	28281572
ZSCAN31	6	28324693
ZKSCAN3	6	28349947
ZSCAN12	6	28378955
ZSCAN23	6	28431930
TRIM27	6	28903002
ZNF311	6	28994785
OR2I1P	6	29550407
GABBR1	6	29555629
MOG	6	29657002
ZFP57	6	29672483
HLA-F	6	29722775
HLA-G	6	29826967
HLA-A	6	29941260
PPP1R11	6	30066709
RNF39	6	30070266
TRIM31	6	30102897
TRIM26	6	30184455
TRIM39	6	30326479
RPP21	6	30345131
HLA-E	6	30489509
GNL1	6	30541381
PRR3	6	30557280
ABCF1	6	30571393
PPP1R10	6	30600413
MRPS18B	6	30617840
ATAT1	6	30626842
C6orf136	6	30647039
DHX16	6	30653119
PPP1R18	6	30676389
NRM	6	30688047
MDC1	6	30699807
TUBB	6	30717435
FLOT1	6	30727709
IER3	6	30743199
DDR1	6	30876421
GTF2H4	6	30908207
VARS2	6	30914205
SFTA2	6	30931353
MUCL3	6	30934523
MUC21	6	30983718
PSORS1C1	6	31114750
CCHCR1	6	31142439
TCF19	6	31158331
POU5F1	6	31164337
HLA-C	6	31268749
HLA-B	6	31353872
MICA	6	31399784
MICB	6	31494881
DDX39B	6	31530219
ATP6V1G2	6	31544444
NFKBIL1	6	31546870
LTA	6	31572054
TNF	6	31575565
LTB	6	31580525
LST1	6	31586124
NCR3	6	31588895
AIF1	6	31615217
PRRC2A	6	31620715
BAG6	6	31639028
APOM	6	31652416
C6orf47	6	31658298
GPANK1	6	31661228
CSNK2B	6	31665227
LY6G5B	6	31669976
LY6G5C	6	31676684
ABHD16A	6	31686955
MPIG6B	6	31718594
LY6G6C	6	31718648
DDAH2	6	31727038
CLIC1	6	31730581
MSH5	6	31739677
VWA7	6	31765590
LSM2	6	31797396
HSPA1L	6	31809619
HSPA1A	6	31815543
HSPA1B	6	31827738
NEU1	6	31857659
SLC44A4	6	31863192
EHMT2	6	31879759
C2	6	31897785
ZBTB12	6	31899613
CFB	6	31945650
NELFE	6	31952087
DXO	6	31969810
STK19	6	31971091
CYP21A2	6	32038327
TNXB	6	32041153
ATF6B	6	32115264
FKBPL	6	32128707
PRRT1	6	32148359
PPT2	6	32153441
EGFL8	6	32164595
AGPAT1	6	32168212
RNF5	6	32178405
AGER	6	32180968
PBX2	6	32184733
GPSM3	6	32190766
NOTCH4	6	32194843
HLA-DRA	6	32439878
HLA-DRB5	6	32517353
HLA-DRB1	6	32577902
HLA-DQA1	6	32628179
HLA-DQB1	6	32659467
HLA-DQA2	6	32741391
HLA-DQB2	6	32756098
HLA-DOB	6	32812763
TAP2	6	32821833
PSMB8	6	32840717
PSMB9	6	32844136
TAP1	6	32845209
HLA-DMB	6	32934629
HLA-DMA	6	32948613
BRD2	6	32968594
HLA-DOA	6	33004182
HLA-DPA1	6	33064569
HLA-DPB1	6	33075990
COL11A2	6	33162681
RXRB	6	33193588
SLC39A7	6	33200305
HSD17B8	6	33204655
RING1	6	33208500
VPS52	6	33250272
RPS18	6	33272075
B3GALT4	6	33277123
WDR46	6	33279108
PFDN6	6	33289302
RGL2	6	33291654
TAPBP	6	33299694
ZBTB22	6	33314406
DAXX	6	33318558
KIFC1	6	33391823
PHF1	6	33410399
CUTA	6	33416442
SYNGAP1	6	33419661
ZBTB9	6	33453970
BAK1	6	33572547
ITPR3	6	33620365
UQCC2	6	33694293
LEMD2	6	33771202
GRM4	6	34018643
HMGA1	6	34236873
SMIM29	6	34246381
NUDT3	6	34279679
RPS10	6	34417454
PACSIN1	6	34466061
SPDEF	6	34537802
SNRPC	6	34757505
TAF11	6	34877462
ANKS1A	6	34889255
SCUBE3	6	35213956
ZNF76	6	35258909
DEF6	6	35297818
PPARD	6	35342558
FANCE	6	35452338
RPL10A	6	35468401
TEAD3	6	35473597
FKBP5	6	35573585
ARMC12	6	35737032
SRPK1	6	35832966
SLC26A8	6	35943516
MAPK14	6	36027782
MAPK13	6	36127809
BRPF3	6	36196744
PNPLA1	6	36243203
ETV7	6	36354091
PXT1	6	36390551
KCTD20	6	36442767
STK38	6	36493892
SRSF3	6	36594353
CDKN1A	6	36676460
RAB44	6	36697826
CPNE5	6	36740775
PPIL1	6	36854827
C6orf89	6	36871870
PI16	6	36948263
MTCH1	6	36965807
FGD2	6	37005646
PIM1	6	37170152
TMEM217	6	37212180
TBC1D22B	6	37257772
RNF8	6	37353979
CMTR1	6	37433219
CCDC167	6	37482938
MDGA1	6	37630679
ZFAND3	6	37819727
BTBD9	6	38168451
GLO1	6	38675925
DNAH8	6	38715311
SAYSD1	6	39104063
KCNK5	6	39188971
KIF6	6	39329990
DAAM2	6	39792298
MOCS1	6	39899578
LRFN2	6	40391591
UNC5CL	6	41026895
OARD1	6	41033627
NFYA	6	41072974
TREML1	6	41149337
TREM2	6	41158506
TREML2	6	41189749
TREML4	6	41228339
TREM1	6	41267926
FOXP4	6	41546381
MDFI	6	41636882
TFEB	6	41683978
PGC	6	41736711
FRS3	6	41770176
USP49	6	41789896
MED20	6	41905354
BYSL	6	41921499
CCND3	6	41934934
TAF8	6	42050513
C6orf132	6	42092233
GUCA1A	6	42173364
GUCA1B	6	42183284
MRPS10	6	42206807
TRERF1	6	42224931
UBR2	6	42564029
TBCC	6	42744498
BICRAL	6	42782052
RPL7L1	6	42879616
C6orf226	6	42890265
PTCRA	6	42915989
CNPY3	6	42929480
GNMT	6	42960754
PEX6	6	42963865
PPP2R5D	6	42984553
MEA1	6	43011143
KLHDC3	6	43014103
RRP36	6	43021623
CUL7	6	43037617
KLC4	6	43040777
MRPL2	6	43054029
PTK7	6	43076307
SRF	6	43171269
CUL9	6	43182184
DNPH1	6	43225629
TTBK1	6	43243481
CRIP3	6	43299710
ZNF318	6	43307134
ABCC10	6	43427366
DLK2	6	43450352
TJAP1	6	43477523
LRRC73	6	43506968
POLR1C	6	43509702
YIPF3	6	43511832
XPO5	6	43522334
POLH	6	43576185
GTPBP2	6	43605316
MAD2L1BP	6	43629540
RSPH9	6	43645036
MRPS18A	6	43671202
VEGFA	6	43770184
MRPL14	6	44113451
TMEM63B	6	44126914
CAPN11	6	44158811
MYMX	6	44216926
SLC29A1	6	44219553
HSP90AB1	6	44246166
SLC35B2	6	44254096
NFKBIE	6	44258166
TMEM151B	6	44270450
TCTE1	6	44278734
AARS2	6	44298731
CDC5L	6	44387706
SUPT3H	6	44809317
RUNX2	6	45328157
CLIC5	6	45880827
ENPP4	6	46129989
ENPP5	6	46159185
RCAN2	6	46220736
CYP39A1	6	46549580
SLC25A27	6	46652915
TDRD6	6	46687875
PLA2G7	6	46704201
ADGRF5	6	46852522
ADGRF1	6	46997708
TNFRSF21	6	47231532
CD2AP	6	47477789
ADGRF4	6	47685864
PTCHD4	6	47856673
CENPQ	6	49463370
C6orf141	6	49550666
CRISP3	6	49727376
TFAP2B	6	50818723
PKHD1	6	51615299
MCM3	6	52264014
PAQR8	6	52361421
EFHC1	6	52362123
TRAM2	6	52497408
TMEM14A	6	52671113
GSTA2	6	52750087
GSTA1	6	52791371
GSTA4	6	52977948
FBXO9	6	53051991
ELOVL5	6	53267398
GCLC	6	53497341
LRRC1	6	53794497
MLIP	6	53929982
FAM83B	6	54846771
BMP5	6	55753653
COL21A1	6	56056590
DST	6	56457987
BEND6	6	56955107
KIAA1586	6	57046532
ZNF451	6	57086844
BAG2	6	57172326
RAB23	6	57186992
PRIM2	6	57314805
KHDRBS2	6	61679961
FKBP1C	6	63211446
LGSN	6	63275951
PHF3	6	63635802
EYS	6	63719980
ADGRB3	6	68635282
LMBRD1	6	69672757
COL19A1	6	69866556
COL9A1	6	70216040
FAM135A	6	70412941
SDHAF4	6	70566917
SMAP1	6	70667776
B3GAT2	6	70856679
OGFRL1	6	71288811
RIMS1	6	71886550
KCNQ5	6	72621792
KHDC1	6	73241314
DDX43	6	73394828
CGAS	6	73413515
MTO1	6	73461578
EEF1A1	6	73489308
SLC17A5	6	73593379
CD109	6	73695785
COL12A1	6	75084326
COX7A2	6	75237675
TMEM30A	6	75252924
FILIP1	6	75291859
SENP6	6	75601509
MYO6	6	75749201
IRAK1BP1	6	78867551
PHIP	6	78934419
HMGN3	6	79201245
LCA5	6	79484991
SH3BGRL2	6	79631329
ELOVL4	6	79914814
TTK	6	80003887
BCKDHB	6	80106647
TENT5A	6	81491439
IBTK	6	82169986
TPBG	6	82363206
UBE3D	6	82892390
DOP1A	6	83067666
PGM3	6	83147324
RWDD2A	6	83193357
ME1	6	83210402
SNAP91	6	83552880
CYB5R4	6	83859656
CEP162	6	84124241
TBX18	6	84687351
NT5E	6	85449584
SNX14	6	85504776
SYNCRIP	6	85607779
ZNF292	6	87151803
GJB7	6	87282980
SMIM8	6	87322583
C6orf163	6	87344813
SLC35A1	6	87470623
RARS2	6	87513459
ORC3	6	87590067
AKIRIN2	6	87674860
CNR1	6	88139864
RNGTT	6	88609897
PNRC1	6	89080751
SRSF12	6	89095959
PM20D2	6	89146055
UBE2J1	6	89326625
RRAGD	6	89364616
ANKRD6	6	89433152
LYRM2	6	89568144
MDN1	6	89642498
CASP8AP2	6	89829894
BACH2	6	89926528
MAP3K7	6	90513573
EPHA7	6	93240020
MANEA	6	95577485
FUT9	6	96015974
UFL1	6	96521595
GPR63	6	96794125
NDUFAF4	6	96889315
KLHL32	6	96924620
MMS22L	6	97142161
POU3F2	6	98834574
FBXL4	6	98868535
FAXC	6	99271168
COQ3	6	99369401
PNISR	6	99397629
USP45	6	99432325
TSTD3	6	99520976
CCNC	6	99542387
ASCC3	6	100508194
GRIK2	6	100962701
HACE1	6	104728094
PREP	6	105273218
PRDM1	6	105993463
ATG5	6	106045423
CRYBG1	6	106360717
RTN4IP1	6	106570771
QRSL1	6	106629578
CD24	6	106969831
BEND3	6	107065182
PDSS2	6	107152562
SOBP	6	107490106
SCML4	6	107702154
SEC63	6	107867756
OSTM1	6	108029245
SNX3	6	108211222
AFG1L	6	108294991
FOXO3	6	108559835
ARMC2	6	108848416
SESN1	6	108984309
CEP57L1	6	109095110
CD164	6	109366514
PPIL6	6	109390215
SMPD2	6	109440724
MICAL1	6	109444062
ZBTB24	6	109460632
AK9	6	109492855
FIG4	6	109690609
WASF1	6	110099819
CDC40	6	110180141
DDO	6	110391771
CDK19	6	110609978
AMD1	6	110874770
GTF3C6	6	110958706
RPF2	6	110982015
SLC16A10	6	111087503
MFSD4B	6	111259327
REV3L	6	111299028
TRAF3IP2	6	111555381
FYN	6	111660332
TUBE1	6	112070663
FAM229B	6	112087591
LAMA4	6	112107931
MARCKS	6	113857345
HDAC2	6	113933028
HS3ST5	6	114055596
FRK	6	115931149
NT5DC1	6	116100851
COL10A1	6	116118909
TSPYL4	6	116249964
DSE	6	116254173
TSPYL1	6	116267760
CALHM6	6	116461370
TRAPPC3L	6	116494989
CALHM5	6	116511639
RWDD1	6	116571409
RSPH4A	6	116616479
ZUP1	6	116635618
KPNA5	6	116681187
ROS1	6	117287353
DCBLD1	6	117453817
GOPC	6	117560269
NUS1	6	117675469
SLC35F1	6	117907264
CEP85L	6	118460772
PLN	6	118548296
MCM9	6	118813442
ASF1A	6	118894152
FAM184A	6	118959763
MAN1A1	6	119177205
TBC1D32	6	121079494
GJA1	6	121435595
HSF2	6	122399551
SERINC1	6	122443351
PKIB	6	122471917
FABP7	6	122779716
SMPDL3A	6	122789049
TRDN	6	123216339
RNF217	6	124962437
TPD52L1	6	125119049
HDDC2	6	125219962
HEY2	6	125747664
NCOA7	6	125781161
HINT3	6	125956770
TRMT11	6	125986479
CENPW	6	126340115
RNF146	6	127266726
ECHDC1	6	127288712
THEMIS	6	127708072
PTPRK	6	127968785
LAMA2	6	128883138
ARHGAP18	6	129576132
TMEM244	6	129831244
L3MBTL3	6	130013699
SAMD3	6	130144315
TMEM200A	6	130366017
EPB41L2	6	130839347
AKAP7	6	131135467
ARG1	6	131470832
MED23	6	131573966
ENPP3	6	131628442
ENPP1	6	131808016
MOXD1	6	132296055
STX7	6	132445867
VNN1	6	132680849
VNN2	6	132743870
SLC18B1	6	132769370
RPS12	6	132814569
EYA4	6	133240514
TCF21	6	133889113
TBPL1	6	133952170
SLC2A12	6	133987581
SGK1	6	134169248
ALDH8A1	6	134917393
HBS1L	6	134960378
MYB	6	135181308
AHI1	6	135283407
PDE7B	6	135851701
MTFR2	6	136231024
BCLAF1	6	136256627
MAP7	6	136342281
MAP3K5	6	136557046
PEX7	6	136822564
IL20RA	6	136999971
IL22RA2	6	137143820
IFNGR1	6	137197483
TNFAIP3	6	137867214
PERP	6	138088505
ARFGEF3	6	138161939
PBOV1	6	138215986
HEBP2	6	138403531
NHSL1	6	138422043
CCDC28A	6	138773769
ECT2L	6	138795911
REPS1	6	138903493
ABRACL	6	139028745
HECA	6	139135080
TXLNB	6	139240061
CITED2	6	139371807
VTA1	6	142147162
ADGRG6	6	142301854
HIVEP2	6	142751469
AIG1	6	143060496
ADAT2	6	143422832
PEX3	6	143450805
FUCA2	6	143494812
PHACTR2	6	143536845
LTV1	6	143843338
PLAGL1	6	143940300
SF3B5	6	144094884
STX11	6	144150487
UTRN	6	144285335
EPM2A	6	145382535
FBXO30	6	145793502
SHPRH	6	145864245
GRM1	6	146027646
RAB32	6	146543833
ADGB	6	146598967
STXBP5	6	147204180
SAMD5	6	147508690
SASH1	6	148272304
UST	6	148747030
TAB2	6	149218641
SUMO4	6	149400262
ZC3H12D	6	149446795
PPIL4	6	149504495
GINM1	6	149566294
KATNA1	6	149594873
LATS1	6	149658153
NUP43	6	149724315
PCMT1	6	149749444
LRP11	6	149818757
ULBP2	6	149942014
ULBP1	6	149963943
PPP1R14C	6	150143044
IYD	6	150368892
PLEKHG1	6	150599883
MTHFD1L	6	150865679
AKAP12	6	151239967
ZBTB2	6	151364115
RMND1	6	151398898
ARMT1	6	151452258
CCDC170	6	151494017
ESR1	6	151656691
SYNE1	6	152121687
MYCT1	6	152697897
FBXO5	6	152970519
MTRF1L	6	152987362
RGS17	6	153004459
OPRM1	6	154010496
IPCEF1	6	154154496
CNKSR3	6	154387515
SCAF8	6	154733378
TIAM2	6	154832697
TFB1M	6	155256134
ARID1B	6	156776020
TMEM242	6	157289025
ZDHHC14	6	157381133
SNX9	6	157700387
SYNJ2	6	157981863
SERAC1	6	158109519
GTF2H5	6	158168350
TULP4	6	158232236
TMEM181	6	158536436
DYNLT1	6	158636474
SYTL3	6	158650014
EZR	6	158765741
RSPH3	6	158972871
TAGAP	6	159034468
FNDC1	6	159169400
SOD2	6	159669069
WTAP	6	159725585
ACAT2	6	159762045
TCP1	6	159778498
MRPL18	6	159789812
PNLDC1	6	159800249
IGF2R	6	159969082
SLC22A1	6	160121815
SLC22A3	6	160348378
PLG	6	160702194
MAP3K4	6	160991727
AGPAT4	6	161129967
PRKN	6	161347417
PACRG	6	162727132
QKI	6	163414000
C6orf118	6	165279664
PDE10A	6	165327287
PRR18	6	166305300
SFT2D1	6	166319728
MPC1	6	166364919
RPS6KA2	6	166409364
RAMACL	6	166583009
RNASET2	6	166922113
AFDN	6	167826893
DACT2	6	168292830
THBS2	6	169215780
WDR27	6	169457212
C6orf120	6	169702126
PHF10	6	169703902
ERMARD	6	169751622
DLL1	6	170282206
FAM120B	6	170290703
PSMB1	6	170535120
TBP	6	170554302
PDCD2	6	170575295
FAM20C	7	192571
PDGFA	7	497258
PRKAR1B	7	549197
DNAAF5	7	726699
SUN1	7	816615
GET4	7	876554
ADAP1	7	897900
COX19	7	898778
C7orf50	7	996986
GPR146	7	1044546
GPER1	7	1082208
ZFAND2A	7	1152071
UNCX	7	1232872
MICALL2	7	1428465
INTS1	7	1470277
MAFK	7	1530702
TMEM184A	7	1542235
PSMG3	7	1567332
ELFN1	7	1665745
MAD1L1	7	1815793
MRM2	7	2234195
NUDT1	7	2242226
SNX8	7	2251770
EIF3B	7	2354086
CHST12	7	2403588
LFNG	7	2512529
BRAT1	7	2537810
IQCE	7	2558972
TTYH3	7	2631961
AMZ1	7	2679522
GNA12	7	2728105
CARD11	7	2906142
SDK1	7	3301252
FOXK1	7	4682295
AP5Z1	7	4775615
RADIL	7	4797055
RBAK	7	5045821
WIPI2	7	5190196
SLC29A4	7	5274369
TNRC18	7	5306790
FBXL18	7	5431335
ACTB	7	5526409
FSCN1	7	5592816
RNF216	7	5620047
OCM	7	5879827
CCZ1	7	5898725
RSPH10B	7	5925550
PMS2	7	5970925
AIMP2	7	6009255
EIF2AK1	7	6022247
USP42	7	6104949
CYTH3	7	6161779
FAM220A	7	6329411
RAC1	7	6374527
DAGLB	7	6409126
KDELR2	7	6445953
GRID2IP	7	6496778
ZDHHC4	7	6577434
ZNF853	7	6615610
ZNF316	7	6637318
ZNF12	7	6688433
CCZ1B	7	6794134
C1GALT1	7	7156934
COL28A1	7	7356203
MIOS	7	7566875
RPA3	7	7636518
UMAD1	7	7640711
GLCCI1	7	7968796
ICA1	7	8113184
NDUFA4	7	10931943
PHF14	7	10973336
THSD7A	7	11370365
TMEM106B	7	12211270
VWDE	7	12330885
SCIN	7	12570577
ARL4A	7	12686856
ETV1	7	13891229
DGKB	7	14145049
ANKMY2	7	16599779
BZW2	7	16646131
TSPAN13	7	16753755
AGR2	7	16791811
AHR	7	16916359
SNX13	7	17790761
HDAC9	7	18086949
TWIST1	7	19020991
MACC1	7	20134655
ITGB8	7	20330702
ABCB5	7	20615667
SP8	7	20782279
SP4	7	21428043
DNAH11	7	21543039
CDCA7L	7	21900899
RAPGEF5	7	22118236
STEAP1B	7	22419444
IL6	7	22725884
TOMM7	7	22812628
KLHL7	7	23105758
GPNMB	7	23235967
MALSU1	7	23298739
IGF2BP3	7	23310209
TRA2A	7	23504780
CCDC126	7	23597382
FAM221A	7	23680130
STK31	7	23710203
GSDME	7	24698355
OSBPL3	7	24796540
CYCS	7	25118656
C7orf31	7	25134692
NFE2L3	7	26152198
HNRNPA2B1	7	26171151
CBX3	7	26201162
SNX10	7	26291862
SKAP2	7	26667068
HOXA1	7	27092993
HOXA2	7	27100354
HOXA3	7	27106184
HOXA4	7	27128507
HOXA5	7	27141052
HOXA7	7	27153716
HOXA9	7	27162438
HOXA10	7	27170605
HOXA13	7	27193503
HIBADH	7	27525442
TAX1BP1	7	27739331
JAZF1	7	27830573
CREB5	7	28299321
TRIL	7	28953358
CPVL	7	28995235
CHN2	7	29146547
PRR15	7	29563835
WIPF3	7	29806486
SCRN1	7	29920104
FKBP14	7	30010587
PLEKHA8	7	30027404
MTURN	7	30134986
ZNRF2	7	30284597
NOD1	7	30424527
GGCT	7	30496621
INMT	7	30697985
MINDY4	7	30771417
AQP1	7	30911853
PDE1C	7	31751179
LSM5	7	32485338
AVL9	7	32495426
KBTBD2	7	32868172
FKBP9	7	32957404
NT5C3A	7	33014130
RP9	7	33094797
BBS9	7	33109557
BMPER	7	33904308
DPY19L1	7	34927292
HERPUD2	7	35632659
EEPD1	7	36153254
ANLN	7	36389821
AOAH	7	36512941
ELMO1	7	36852906
GPR141	7	37683766
NME8	7	37848597
SFRP4	7	37905932
EPDR1	7	37920640
STARD3NL	7	38178245
AMPH	7	38383704
VPS41	7	38722974
POU6F2	7	38977909
YAE1	7	39566385
RALA	7	39623565
CDK13	7	39950121
MPLKIP	7	40126027
SUGCT	7	40135005
INHBA	7	41667168
GLI3	7	41960949
C7orf25	7	42909273
PSMA2	7	42916828
MRPL32	7	42932376
HECW1	7	43112629
STK17A	7	43582758
COA1	7	43608456
BLVRA	7	43758680
MRPS24	7	43866558
URGCP	7	43875894
UBE2D4	7	43926436
DBNL	7	44044640
PGAM2	7	44062727
POLM	7	44072062
AEBP1	7	44104345
POLD2	7	44114631
YKT6	7	44200959
CAMK2B	7	44210019
NUDCD3	7	44379119
NPC1L1	7	44512535
DDX56	7	44565804
TMED4	7	44577894
OGDH	7	44606572
ZMIZ2	7	44748581
PPIA	7	44796680
PURB	7	44876299
MYO1G	7	44962662
CCM2	7	44999475
NACAD	7	45080437
TBRG4	7	45100100
ADCY1	7	45574140
IGFBP3	7	45912245
TNS3	7	47275154
PKD1L1	7	47740202
HUS1	7	47963288
C7orf57	7	48035511
UPP1	7	48088628
ABCA13	7	48171458
VWC2	7	49773638
IKZF1	7	50304068
FIGNL1	7	50444128
DDC	7	50458436
GRB10	7	50590063
COBL	7	51016212
VSTM2A	7	54542325
SEC61G	7	54752250
EGFR	7	55019017
LANCL2	7	55365337
VOPP1	7	55436056
ZNF713	7	55887456
NIPSNAP2	7	55951793
MRPS17	7	55951877
PSPH	7	56011051
CCT6A	7	56051685
SUMF2	7	56064002
PHKG1	7	56080283
CHCHD2	7	56101573
NUPR2	7	56114681
ZNF736	7	64307459
ZNF680	7	64519878
ZNF107	7	64666099
ZNF138	7	64794388
ZNF273	7	64870172
ZNF117	7	64971772
ERV3-1	7	64990356
ZNF92	7	65373799
VKORC1L1	7	65873074
GUSB	7	65960684
ASL	7	66075800
CRCP	7	66114604
TPST1	7	66205317
KCTD7	7	66628881
RABGEF1	7	66682164
TMEM248	7	66921225
SBDS	7	66987680
TYW1	7	66995173
AUTS2	7	69598296
CALN1	7	71779491
TYW1B	7	72558744
POM121	7	72879349
NSUN5	7	73302516
BAZ1B	7	73440406
BCL7B	7	73536356
TBL2	7	73567537
MLXIPL	7	73593194
VPS37D	7	73667831
DNAJC30	7	73680918
BUD23	7	73683597
STX1A	7	73699206
ABHD11	7	73736094
CLDN3	7	73768997
CLDN4	7	73799542
METTL27	7	73834590
TMEM270	7	73861159
ELN	7	74027789
LIMK1	7	74082933
EIF4H	7	74174231
LAT2	7	74199652
RFC2	7	74231499
CLIP2	7	74289407
GTF2IRD1	7	74453790
GTF2I	7	74650231
NCF1	7	74774011
GTF2IRD2	7	74796151
RCC1L	7	75027122
GTF2IRD2B	7	75092573
TRIM73	7	75395063
POM121C	7	75416786
HIP1	7	75533298
RHBDD2	7	75842602
POR	7	75899200
TMEM120A	7	75986831
STYXL1	7	75996338
MDH2	7	76048051
SRRM3	7	76201896
HSPB1	7	76302673
YWHAG	7	76326799
SSC4D	7	76389334
ZP3	7	76397518
DTX2	7	76461676
UPK3B	7	76510525
SPDYE16	7	76531313
POMZP3	7	76609986
CCDC146	7	77122434
FGL2	7	77193369
GSAP	7	77310751
PTPN12	7	77537295
RSBN1L	7	77696459
TMEM60	7	77793728
PHTF2	7	77798773
MAGI2	7	78017055
GNAI1	7	79768028
CD36	7	80369575
SEMA3C	7	80742538
HGF	7	81699010
CACNA2D1	7	81946444
PCLO	7	82754012
SEMA3E	7	83363238
SEMA3A	7	83955777
SEMA3D	7	84995553
GRM3	7	86643909
DMTF1	7	87152409
TMEM243	7	87196160
CROT	7	87345664
ABCB4	7	87401696
ABCB1	7	87503017
RUNDC3B	7	87627548
SLC25A40	7	87833568
DBF4	7	87876216
ADAM22	7	87934143
SRI	7	88205115
STEAP4	7	88270892
STEAP1	7	90154456
STEAP2	7	90167590
CFAP69	7	90245174
GTPBP10	7	90335223
CLDN12	7	90383721
CDK14	7	90466424
FZD1	7	91264433
MTERF1	7	91692008
AKAP9	7	91940840
CYP51A1	7	92084987
LRRD1	7	92141643
KRIT1	7	92197498
ANKIB1	7	92245974
GATAD1	7	92447482
ERVW-1	7	92468380
PEX1	7	92487020
RBM48	7	92528773
FAM133B	7	92560758
CDK6	7	92604921
SAMD9	7	93099513
SAMD9L	7	93130056
HEPACAM2	7	93188534
VPS50	7	93232340
CALCR	7	93424486
TFPI2	7	93885396
GNG11	7	93921735
BET1	7	93962762
COL1A2	7	94394895
CASD1	7	94509219
SGCE	7	94524204
PEG10	7	94656325
PPP1R9A	7	94907202
PON1	7	95297676
PON3	7	95359872
PON2	7	95404862
ASB4	7	95478444
PDK4	7	95583499
DYNC1I1	7	95772506
SLC25A13	7	96120220
SEM1	7	96481626
SDHAF3	7	97117698
ASNS	7	97851677
LMTK2	7	98106862
TECPR1	7	98214624
BRI3	7	98252379
BAIAP2L1	7	98291650
NPTX2	7	98617285
TMEM130	7	98846488
TRRAP	7	98877933
SMURF1	7	99027440
KPNA7	7	99173572
ARPC1A	7	99325898
ARPC1B	7	99374249
PDAP1	7	99392048
BUD31	7	99408641
PTCD1	7	99416739
CPSF4	7	99438922
ATP5MF	7	99448475
ZNF789	7	99472890
ZNF394	7	99473877
ZKSCAN5	7	99504662
FAM200A	7	99546300
ZNF655	7	99558406
TMEM225B	7	99598267
ZSCAN25	7	99616946
CYP3A5	7	99648194
TRIM4	7	99876958
ZKSCAN1	7	100015572
ZSCAN21	7	100049774
ZNF3	7	100064033
COPS6	7	100088969
MCM7	7	100092233
AP4M1	7	100101549
TAF6	7	100106876
CNPY4	7	100119634
MBLAC1	7	100126785
LAMTOR4	7	100148912
GAL3ST4	7	100159244
GPC2	7	100169606
STAG3	7	100177563
PILRB	7	100352176
PILRA	7	100367530
ZCWPW1	7	100400826
MEPCE	7	100428322
PPP1R35	7	100435282
TSC22D4	7	100463359
NYAP1	7	100483927
AGFG2	7	100539203
LRCH4	7	100574011
FBXO24	7	100583982
PCOLCE	7	100602363
MOSPD3	7	100612102
TFR2	7	100620416
GNB2	7	100673567
GIGYF1	7	100679507
POP7	7	100706121
ZAN	7	100733595
EPHB4	7	100802565
SLC12A9	7	100826820
TRIP6	7	100867387
SRRT	7	100875103
UFSP1	7	100888721
